Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 2.44233705139505e+23 0.00000000000000e+00 0.00000000000000e+00 
4.80211040896332e-17 3.77000000000000e+02 2.44233705139504e+23 1.25413360225010e+08 6.75190657840486e+08 
9.60422081792664e-17 3.77000000000000e+02 2.44233705139504e+23 2.50826720450020e+08 1.35038131568096e+09 
1.44063312268900e-16 3.77000000000000e+02 2.44233705139503e+23 3.76240080675028e+08 2.02557197352143e+09 
6.24274353165231e-16 3.77000000000000e+02 2.44233705139499e+23 1.63037368292501e+09 8.77747855192508e+09 
1.10448539406156e-15 3.77000000000000e+02 2.44233705139494e+23 2.88450728517488e+09 1.55293851303276e+10 
1.58469643495790e-15 3.77000000000000e+02 2.44233705139489e+23 4.13864088742463e+09 2.22812917087290e+10 
6.38680684392121e-15 3.77000000000000e+02 2.44233705139443e+23 1.66799769099123e+10 8.98003574926444e+10 
1.11889172528845e-14 3.77000000000000e+02 2.44233705139397e+23 2.92213129323887e+10 1.57319423276448e+11 
1.59910276618479e-14 3.77000000000000e+02 2.44233705139350e+23 4.17626489548537e+10 2.24838489060137e+11 
6.40121317514810e-14 3.77000000000000e+02 2.44233705138887e+23 1.67176009178515e+11 9.00029146887181e+11 
1.12033235841114e-13 3.77000000000000e+02 2.44233705138424e+23 2.92589369401051e+11 1.57521980470302e+12 
1.60054339930747e-13 3.77000000000000e+02 2.44233705137961e+23 4.18002729622441e+11 2.25041046250744e+12 
6.40265380827079e-13 3.77000000000000e+02 2.44233705133331e+23 1.67213633173750e+12 9.00231703956690e+12 
1.12047642172341e-12 3.77000000000000e+02 2.44233705128701e+23 2.92626993374008e+12 1.57542236155057e+13 
1.60068746261974e-12 3.77000000000000e+02 2.44233705124071e+23 4.18040353562804e+12 2.25061301903027e+13 
6.40279787158306e-12 3.77000000000000e+02 2.44233705077770e+23 1.67217395446235e+13 9.00251958397990e+13 
1.12049082805464e-11 3.77000000000000e+02 2.44233705031469e+23 2.92630755423706e+13 1.57544261377231e+14 
1.60070186895097e-11 3.77000000000000e+02 2.44233704985169e+23 4.18044115286564e+13 2.25063326800478e+14 
6.40281227791429e-11 3.77000000000000e+02 2.44233704522160e+23 1.67217770403096e+14 9.00253971185613e+14 
1.12049226868776e-10 3.77000000000000e+02 2.44233704059151e+23 2.92631128152701e+14 1.57544460436434e+15 
1.60070330958409e-10 3.77000000000000e+02 2.44233703596143e+23 4.18044484756173e+14 2.25063522612447e+15 
6.40281371854741e-10 3.77000000000000e+02 2.44233698966056e+23 1.67217795194899e+15 9.00254045899286e+15 
1.12049241275107e-09 3.77000000000000e+02 2.44233694335971e+23 2.92631130665808e+15 1.57544445712198e+16 
1.60070345364741e-09 3.77000000000000e+02 2.44233689705886e+23 4.18044454675360e+15 2.25063475415874e+16 
6.40281386261072e-09 3.77000000000000e+02 2.44233643405098e+23 1.67217670634321e+16 9.00252787718503e+16 
1.12049242715740e-08 3.77000000000000e+02 2.44233597104377e+23 2.92630783315261e+16 1.57544097937488e+17 
1.60070346805374e-08 3.77000000000000e+02 2.44233550803725e+23 4.18043781379311e+16 2.25062802916591e+17 
6.40281387701706e-08 3.77000000000000e+02 2.44233087803114e+23 1.67216387688300e+17 9.00240005252182e+17 
1.12049242859804e-07 3.77000000000000e+02 2.44232624809232e+23 2.92627272168461e+17 1.57540600065539e+18 
1.60070346949437e-07 3.77000000000000e+02 2.44232161822206e+23 4.18037010148033e+17 2.25056057681115e+18 
6.40281387845769e-07 3.77000000000000e+02 2.44227532543313e+23 1.67203545259642e+18 9.00112147869900e+18 
1.12049242874210e-06 3.77000000000000e+02 2.44222903937719e+23 2.92592117633930e+18 1.57505612177276e+19 
1.60070346963843e-06 3.77000000000000e+02 2.44218276018366e+23 4.17969191859937e+18 2.24988584391479e+19 
6.40281387860175e-06 3.77000000000000e+02 2.44172033504353e+23 1.67112214401472e+19 8.99208274226496e+19 
1.12049242875651e-05 3.77000000000000e+02 2.44125859478916e+23 2.92311709855757e+19 1.57228979205561e+20 
1.60070346965284e-05 3.77000000000000e+02 2.44079754671554e+23 4.17393291354007e+19 2.24422277629953e+20 
2.08091451054917e-05 3.77000000000000e+02 2.44033719512519e+23 5.42355305035772e+19 2.91500192963204e+20 
6.88302491951249e-05 3.77000000000000e+02 2.43577292772343e+23 1.78491038388869e+20 9.55842657544709e+20 
1.16851353284758e-04 3.77000000000000e+02 2.43128116267466e+23 3.01399962650929e+20 1.60837781877587e+21 
1.64872457374391e-04 3.77000000000000e+02 2.42686404857985e+23 4.22844264122011e+20 2.24891203479421e+21 
2.12893561464024e-04 3.77000000000000e+02 2.42252362900844e+23 5.42707835529198e+20 2.87726880626228e+21 
4.32932987999840e-04 3.77000000000000e+02 2.40365554597428e+23 1.06915667381098e+21 5.59798773653029e+21 
6.52972414535655e-04 3.77000000000000e+02 2.38654482605126e+23 1.55240011792114e+21 8.05364483291425e+21 
8.73011841071470e-04 3.77000000000000e+02 2.37123453264318e+23 1.98740490743121e+21 1.02456939355105e+22 
1.09305126760729e-03 3.77000000000000e+02 2.35769422151154e+23 2.37233338150644e+21 1.21838992136875e+22 
1.31309069414310e-03 3.77000000000000e+02 2.34583921105714e+23 2.70788363083902e+21 1.38838008059021e+22 
1.64522343705632e-03 3.77000000000000e+02 2.33085827677933e+23 3.12713267572298e+21 1.60414895716965e+22 
1.97735617996954e-03 3.77000000000000e+02 2.31896669884741e+23 3.45227666309562e+21 1.77695171833352e+22 
2.30948892288276e-03 3.77000000000000e+02 2.30966177775861e+23 3.69834316475389e+21 1.91383683977796e+22 
2.64162166579597e-03 3.77000000000000e+02 2.30246492418843e+23 3.88064487303023e+21 2.02131356952624e+22 
2.97375440870919e-03 3.77000000000000e+02 2.29695181473089e+23 4.01286348211459e+21 2.10513203686014e+22 
3.59161162543380e-03 3.77000000000000e+02 2.29001144774332e+23 4.16350331202808e+21 2.21381141062882e+22 
