scheme,pressures,num_pressures,arch_folder,config_tag,num_seeds,num_models,num_trained,num_reused,mean_test_mse_scaled,std_test_mse_scaled,mean_test_rmse_scaled,mean_test_rmse_log10,mean_relative_error_percent,std_relative_error_percent,max_relative_error_percent,mean_best_val_loss,mean_epochs_ran,total_current_run_training_time_s,mean_cached_training_time_s
O2_simple_9K,"1,2,5,10",4,arch_100_100_100,cfg_a42cec26de16b3f6,1,1,1,0,0.24741418659687042,,0.4974074653610161,0.12725301831076183,21.894588634081074,,215.48331673351777,0.494552880525589,1019.0,12.158917427062988,12.158917427062988
O2_simple_9K,"1,2,5,10",4,arch_100_100_100,cfg_bef6b32857562a86,1,1,1,0,0.5959320664405823,,0.7719663635422092,0.19478817626673106,39.80724360306296,,558.7472838530023,0.5097300410270691,547.0,13.871236085891724,13.871236085891724
O2_simple_9K,"1,2,5,10",4,arch_100_100_100,cfg_bfe31c84c98b7c25,1,1,1,0,0.5032691359519958,,0.7094146431756225,0.17572485443980412,30.83097039131968,,277.7500999583437,0.4134514033794403,1409.0,27.372297763824463,27.372297763824463
O2_simple_9K,"1,2,5,10",4,arch_100_100_100,cfg_c184e1d6924dcb93,1,1,1,0,0.3552636206150055,,0.5960399488415231,0.15221691070730545,27.35084190522474,,483.02213614745375,0.44302651286125183,1469.0,15.691573143005371,15.691573143005371
O2_simple_9K,"1,2,5,10",4,arch_100_100_100,cfg_d44cdc64dd95243c,1,1,1,0,0.5511964559555054,,0.7424260609350304,0.1860017138864054,37.862561337558354,,427.24903671354895,0.5762946605682373,487.0,8.026968479156494,8.026968479156494
O2_simple_9K,"1,2,5,10",4,arch_100_100_100,cfg_eed1ad5257907c3a,1,1,1,0,0.5626104474067688,,0.7500736279904585,0.19001541358685012,39.5133076505221,,392.2156619964961,0.4004597067832947,816.0,12.022249460220337,12.022249460220337
O2_simple_9K,"1,2,5,10",4,arch_100_100_100,cfg_f938dd6241690700,1,1,1,0,0.5377436876296997,,0.7333100896821888,0.18416693050881278,38.95690613683141,,718.0238624843389,0.474810928106308,1138.0,12.354582071304321,12.354582071304321
O2_simple_9K,"1,2,5,10",4,arch_30_30,cfg_084935fefb0cee23,1,1,0,1,0.6666678786277771,,0.8164973230989659,0.2065560919815954,43.22222415443055,,483.99325943420513,0.5425423383712769,1929.0,0.0,11.277992010116577
O2_simple_9K,"1,2,5,10",4,arch_30_30,cfg_0ae32182ce697091,1,1,0,1,0.5437094569206238,,0.7373665688927209,0.18592433644989395,38.459718022292904,,319.7321165238717,0.5347055792808533,2658.0,0.0,14.44340181350708
O2_simple_9K,"1,2,5,10",4,arch_30_30,cfg_11f7217e2a7ecaa5,1,1,0,1,0.5619164109230042,,0.7496108396514849,0.18624966408385268,33.0458318138798,,302.9290528598242,0.4406382143497467,5000.0,0.0,28.488773345947266
