Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 4.78416406504453e+22 0.00000000000000e+00 0.00000000000000e+00 
8.11069739022778e-17 3.77000000000000e+02 4.78416406504451e+22 9.53475895538780e+07 2.67372361931059e+08 
1.62213947804556e-16 3.77000000000000e+02 4.78416406504448e+22 1.90695179107754e+08 5.34744723862108e+08 
2.43320921706834e-16 3.77000000000000e+02 4.78416406504446e+22 2.86042768661629e+08 8.02117085793146e+08 
1.05439066072961e-15 3.77000000000000e+02 4.78416406504423e+22 1.23951866420024e+09 3.47584070510261e+09 
1.86546039975239e-15 3.77000000000000e+02 4.78416406504400e+22 2.19299455973869e+09 6.14956432441103e+09 
2.67653013877517e-15 3.77000000000000e+02 4.78416406504377e+22 3.14647045527699e+09 8.82328794371840e+09 
1.07872275290030e-14 3.77000000000000e+02 4.78416406504148e+22 1.26812294106461e+10 3.55605241367004e+10 
1.88979249192307e-14 3.77000000000000e+02 4.78416406503919e+22 2.22159883659995e+10 6.22977603295781e+10 
2.70086223094585e-14 3.77000000000000e+02 4.78416406503690e+22 3.17507473213370e+10 8.90349965223495e+10 
1.08115596211736e-13 3.77000000000000e+02 4.78416406501400e+22 1.27098336873331e+11 3.56407358440901e+11 
1.89222570114014e-13 3.77000000000000e+02 4.78416406499110e+22 2.22445926423755e+11 6.23779720349025e+11 
2.70329544016292e-13 3.77000000000000e+02 4.78416406496819e+22 3.17793515972580e+11 8.91152082246524e+11 
1.08139928303907e-12 3.77000000000000e+02 4.78416406473916e+22 1.27126941132283e+12 3.56487570030522e+12 
1.89246902206185e-12 3.77000000000000e+02 4.78416406451013e+22 2.22474530651605e+12 6.23859931732116e+12 
2.70353876108463e-12 3.77000000000000e+02 4.78416406428109e+22 3.17822120154927e+12 8.91232293327460e+12 
1.08142361513124e-11 3.77000000000000e+02 4.78416406199075e+22 1.27129801380827e+13 3.56495590011797e+13 
1.89249335415402e-11 3.77000000000000e+02 4.78416405970042e+22 2.22477390589130e+13 6.23867949648091e+13 
2.70356309317680e-11 3.77000000000000e+02 4.78416405741008e+22 3.17824979637428e+13 8.91240308221887e+13 
1.08142604834046e-10 3.77000000000000e+02 4.78416403450670e+22 1.27130085632169e+14 3.56496380233049e+14 
1.89249578736324e-10 3.77000000000000e+02 4.78416401160333e+22 2.22477671730280e+14 6.23868719216351e+14 
2.70356552638601e-10 3.77000000000000e+02 4.78416398869995e+22 3.17825256228343e+14 8.91241047574662e+14 
1.08142629166138e-09 3.77000000000000e+02 4.78416375966626e+22 1.27130096322175e+15 3.56496341486469e+15 
1.89249603068416e-09 3.77000000000000e+02 4.78416353063264e+22 2.22477651318353e+15 6.23868473939922e+15 
2.70356576970694e-09 3.77000000000000e+02 4.78416330159909e+22 3.17825190314050e+15 8.91240500143583e+15 
1.08142631599347e-08 3.77000000000000e+02 4.78416101126953e+22 1.27129920039711e+16 3.56495159928784e+16 
1.89249605501625e-08 3.77000000000000e+02 4.78415872094675e+22 2.22477164015757e+16 6.23865227092323e+16 
2.70356579403903e-08 3.77000000000000e+02 4.78415643063089e+22 3.17824247986115e+16 8.91234231768772e+16 
1.08142631842668e-07 3.77000000000000e+02 4.78413352806837e+22 1.27128128878694e+17 3.56483265345858e+17 
1.89249605744946e-07 3.77000000000000e+02 4.78411062618425e+22 2.22472262572340e+17 6.23832680467574e+17 
2.70356579647224e-07 3.77000000000000e+02 4.78408772499133e+22 3.17814796121931e+17 8.91171471799950e+17 
1.08142631867000e-06 3.77000000000000e+02 4.78385877265594e+22 1.27110212624737e+18 3.56364351921632e+18 
1.89249605769278e-06 3.77000000000000e+02 4.78362988814297e+22 2.22423235397107e+18 6.23507332328731e+18 
2.70356579671556e-06 3.77000000000000e+02 4.78340107270502e+22 3.17720248034858e+18 8.90544182951131e+18 
1.08142631869433e-05 3.77000000000000e+02 4.78111659525663e+22 1.26983543687042e+19 3.55526870205399e+19 
1.89249605771711e-05 3.77000000000000e+02 4.77883896261981e+22 2.22035542632341e+19 6.20949399678462e+19 
2.70356579673989e-05 3.77000000000000e+02 4.77656820633269e+22 3.16926549522603e+19 8.85318643321409e+19 
3.51463553576267e-05 3.77000000000000e+02 4.77430432590011e+22 4.11655803725072e+19 1.14863622143374e+20 
1.16253329259905e-04 3.77000000000000e+02 4.75203777983455e+22 1.34992195749935e+20 3.72541312699605e+20 
1.97360303162182e-04 3.77000000000000e+02 4.73043937202846e+22 2.27163814598109e+20 6.20166231125207e+20 
2.78467277064460e-04 3.77000000000000e+02 4.70949308706448e+22 3.17655417315080e+20 8.58108724970701e+20 
3.59574250966738e-04 3.77000000000000e+02 4.68918227488584e+22 4.06446119103122e+20 1.08674356496741e+21 
6.84688554403955e-04 3.77000000000000e+02 4.61382250688629e+22 7.45131567059805e+20 1.91656802904525e+21 
1.00980285784117e-03 3.77000000000000e+02 4.54737952641610e+22 1.05606769138130e+21 2.62355538980599e+21 
