Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 4.81405249469495e+22 0.00000000000000e+00 0.00000000000000e+00 
2.23170208660862e-16 3.77000000000000e+02 4.81405249469492e+22 2.05321339857301e+08 1.89585934617192e+08 
4.46340417321725e-16 3.77000000000000e+02 4.81405249469489e+22 4.10642679714597e+08 3.79171869234380e+08 
6.69510625982587e-16 3.77000000000000e+02 4.81405249469486e+22 6.15964019571886e+08 5.68757803851563e+08 
2.90121271259121e-15 3.77000000000000e+02 4.81405249469456e+22 2.66917741814426e+09 2.46461715002305e+09 
5.13291479919984e-15 3.77000000000000e+02 4.81405249469426e+22 4.72239081671603e+09 4.36047649619414e+09 
7.36461688580846e-15 3.77000000000000e+02 4.81405249469396e+22 6.77560421528721e+09 6.25633584236482e+09 
2.96816377518947e-14 3.77000000000000e+02 4.81405249469096e+22 2.73077382009467e+10 2.52149293040366e+10 
5.19986586179810e-14 3.77000000000000e+02 4.81405249468796e+22 4.78398721865467e+10 4.41735227656685e+10 
7.43156794840672e-14 3.77000000000000e+02 4.81405249468496e+22 6.83720061720861e+10 6.31321162272598e+10 
2.97485888144930e-13 3.77000000000000e+02 4.81405249465495e+22 2.73693346022256e+11 2.52718050839669e+11 
5.20656096805792e-13 3.77000000000000e+02 4.81405249462494e+22 4.79014685866481e+11 4.42303985448090e+11 
7.43826305466655e-13 3.77000000000000e+02 4.81405249459493e+22 6.84336025704649e+11 6.31889920052449e+11 
2.97552839207528e-12 3.77000000000000e+02 4.81405249429481e+22 2.73754942356390e+12 2.52774926574566e+12 
5.20723047868390e-12 3.77000000000000e+02 4.81405249399470e+22 4.79076282082864e+12 4.42360861104013e+12 
7.43893256529253e-12 3.77000000000000e+02 4.81405249369458e+22 6.84397621748759e+12 6.31946795592831e+12 
2.97559534313788e-11 3.77000000000000e+02 4.81405249069344e+22 2.73761101318353e+13 2.52780613697722e+13 
5.20729742974650e-11 3.77000000000000e+02 4.81405248769230e+22 4.79082439867309e+13 4.42366547437424e+13 
7.43899951635513e-11 3.77000000000000e+02 4.81405248469115e+22 6.84403777810488e+13 6.31952480770839e+13 
2.97560203824414e-10 3.77000000000000e+02 4.81405245467973e+22 2.73761710500040e+14 2.52781177906705e+14 
5.20730412485276e-10 3.77000000000000e+02 4.81405242466830e+22 4.79083037273825e+14 4.42367103748954e+14 
7.43900621146139e-10 3.77000000000000e+02 4.81405239465687e+22 6.84404357989840e+14 6.31953025528336e+14 
2.97560270775476e-09 3.77000000000000e+02 4.81405209454266e+22 2.73761704273123e+15 2.52781189294273e+15 
5.20730479436339e-09 3.77000000000000e+02 4.81405179442852e+22 4.79082913295200e+15 4.42367036162000e+15 
7.43900688097201e-09 3.77000000000000e+02 4.81405149431447e+22 6.84404061739589e+15 6.31952842401066e+15 
2.97560277470583e-08 3.77000000000000e+02 4.81404849318093e+22 2.73761032200255e+16 2.52780740099991e+16 
5.20730486131445e-08 3.77000000000000e+02 4.81404549205533e+22 4.79081063705835e+16 4.42365797223168e+16 
7.43900694792307e-08 3.77000000000000e+02 4.81404249093782e+22 6.84400489435576e+16 6.31950448060388e+16 
2.97560278140093e-07 3.77000000000000e+02 4.81401248046031e+22 2.73754250558839e+17 2.52776191875975e+17 
5.20730486800956e-07 3.77000000000000e+02 4.81398247077668e+22 4.79062506957438e+17 4.42353351620683e+17 
7.43900695461818e-07 3.77000000000000e+02 4.81395246190196e+22 6.84364705702713e+17 6.31926448571619e+17 
2.97560278207044e-06 3.77000000000000e+02 4.81365244290684e+22 2.73686434822334e+18 2.52730706586650e+18 
5.20730486867907e-06 3.77000000000000e+02 4.81335250329937e+22 4.78876945965848e+18 4.42228899251695e+18 
7.43900695528769e-06 3.77000000000000e+02 4.81305264456855e+22 6.84006891123348e+18 6.31686470559178e+18 
2.97560278213739e-05 3.77000000000000e+02 4.81005836783783e+22 2.73207827118886e+19 2.52409717188696e+19 
5.20730486874602e-05 3.77000000000000e+02 4.80707212281463e+22 4.77413483276511e+19 4.41247409512750e+19 
7.43900695535464e-05 3.77000000000000e+02 4.80409396129990e+22 6.81013772620391e+19 6.29679133771655e+19 
9.67070904196327e-05 3.77000000000000e+02 4.80112389823468e+22 8.84007573370859e+19 8.17704145313344e+19 
3.19877299080495e-04 3.77000000000000e+02 4.77186710270537e+22 2.88070922656338e+20 2.67565994479079e+20 
5.43047507741357e-04 3.77000000000000e+02 4.74341418758855e+22 4.81722794743387e+20 4.49320552641471e+20 
7.66217716402220e-04 3.77000000000000e+02 4.71575896921832e+22 6.69406108651180e+20 6.27058292230450e+20 
9.89387925063082e-04 3.77000000000000e+02 4.68889403084282e+22 8.51181689268790e+20 8.00805898505130e+20 
1.83027570045322e-03 3.77000000000000e+02 4.59460388496442e+22 1.48440666088142e+21 1.42015887284779e+21 
2.67116347584336e-03 3.77000000000000e+02 4.51084878113155e+22 2.03954673616892e+21 1.98498079893017e+21 
3.51205125123349e-03 3.77000000000000e+02 4.43696457186478e+22 2.52219955834783e+21 2.49735933990737e+21 
4.35293902662363e-03 3.77000000000000e+02 4.37220202271337e+22 2.93864126179020e+21 2.95972691605051e+21 
5.19382680201377e-03 3.77000000000000e+02 4.31576796211931e+22 3.29544534744564e+21 3.37479995662050e+21 
7.47241483889614e-03 3.77000000000000e+02 4.19850786568648e+22 4.01266222868142e+21 4.28556812280547e+21 
9.75100287577851e-03 3.77000000000000e+02 4.12187947706325e+22 4.45600443449158e+21 4.93145148365004e+21 
1.20295909126609e-02 3.77000000000000e+02 4.07324554011182e+22 4.71987657480457e+21 5.37638594205269e+21 
1.43081789495432e-02 3.77000000000000e+02 4.04312207846647e+22 4.87183541554748e+21 5.67493749347352e+21 
1.65867669864256e-02 3.77000000000000e+02 4.02490526368270e+22 4.95712614330747e+21 5.86869233362705e+21 
1.91489084706552e-02 3.77000000000000e+02 4.01312362087215e+22 5.00712074119485e+21 6.00433599406230e+21 
2.17110499548849e-02 3.77000000000000e+02 4.00676706088661e+22 5.02962444869986e+21 6.08645977876336e+21 
2.42731914391145e-02 3.77000000000000e+02 4.00354692216332e+22 5.03762919813928e+21 6.13485305435103e+21 
2.68353329233441e-02 3.77000000000000e+02 4.00215196013018e+22 5.03896063487782e+21 6.16008942153778e+21 
2.93974744075738e-02 3.77000000000000e+02 4.00169213415751e+22 5.03806558356449e+21 6.17107604361939e+21 
3.19596158918034e-02 3.77000000000000e+02 4.00154723775349e+22 5.03702418295613e+21 6.17605677291772e+21 
3.65073587352327e-02 3.77000000000000e+02 4.00140815012876e+22 5.03651519152515e+21 6.17985650827573e+21 
4.10551015786619e-02 3.77000000000000e+02 4.00130079202203e+22 5.03604277837184e+21 6.18294849672163e+21 
4.56028444220912e-02 3.77000000000000e+02 4.00139896558907e+22 5.03466303555967e+21 6.18374451101654e+21 
5.01505872655204e-02 3.77000000000000e+02 4.00159114793793e+22 5.03347908833142e+21 6.18226875850831e+21 
5.46983301089497e-02 3.77000000000000e+02 4.00167423557944e+22 5.03331543740676e+21 6.18093430753236e+21 
5.92460729523789e-02 3.77000000000000e+02 4.00163698679100e+22 5.03368929333216e+21 6.18093157144773e+21 
6.79801428317094e-02 3.77000000000000e+02 4.00157335787567e+22 5.03410486616513e+21 6.18137300408237e+21 
7.67142127110399e-02 3.77000000000000e+02 4.00158044585695e+22 5.03386292375014e+21 6.18171512928499e+21 
8.54482825903704e-02 3.77000000000000e+02 4.00162227127911e+22 5.03356476930856e+21 6.18147492972779e+21 
9.41823524697009e-02 3.77000000000000e+02 4.00163645020926e+22 5.03355466990957e+21 6.18121154992589e+21 
1.02916422349031e-01 3.77000000000000e+02 4.00162494182785e+22 5.03366757185924e+21 6.18121591365516e+21 
1.36730294625254e-01 3.77000000000000e+02 4.00161912801470e+22 5.03369731658455e+21 6.18127270047017e+21 
1.70544166901476e-01 3.77000000000000e+02 4.00161775059469e+22 5.03368067385330e+21 6.18133353432765e+21 
2.04358039177698e-01 3.77000000000000e+02 4.00161985346959e+22 5.03366951623700e+21 6.18131379205928e+21 
2.38171911453921e-01 3.77000000000000e+02 4.00162020928353e+22 5.03367063173713e+21 6.18130444477969e+21 
5.76310634216144e-01 3.77000000000000e+02 4.00162002269097e+22 5.03367168103291e+21 6.18130607803813e+21 
9.14449356978367e-01 3.77000000000000e+02 4.00162001939131e+22 5.03367161826184e+21 6.18130626957322e+21 
1.25258807974059e+00 3.77000000000000e+02 4.00162001992521e+22 5.03367161423213e+21 6.18130626695462e+21 
