scheme,experiment_name,fullrun_timestamp,seed,split_seed,shuffle_seed,weight_seed,hidden_size,depth,num_parameters,input_size,output_size,num_pressure_conditions,num_species_total,num_species_kept,kept_species,removed_species,display_species_for_folder,folder_species_slots,activation,learning_rate,batch_size,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,test_mse,test_rmse,test_mse_unscaled,test_rmse_unscaled,training_time_s,mean_rel_error_k1,max_rel_error_k1,mean_rel_error_k2,max_rel_error_k2,mean_rel_error_k3,max_rel_error_k3
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,46,46,46,46,"50, 50",2,2953,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,2762,2662,4.417324888789961e-06,8.781280903349399e-06,2.9058617474220226e-06,2.766905708995182e-06,0.0016634018483202373,2.802596928649634e-45,5.293955920339377e-23,208.92043328285217,0.0038230745121836662,0.021540459245443344,0.001265492755919695,0.00801030918955803,0.00150399561971426,0.006256254855543375
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,46,46,46,46,"30, 30, 30",3,2103,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,2472,2372,2.9836912944524053e-06,2.6782362147059756e-06,1.2220827238706989e-06,1.0646848522810615e-06,0.0010318356711613828,1.401298464324817e-45,3.743392130574644e-23,182.25340723991394,0.002054398413747549,0.009818044491112232,0.0007912113796919584,0.0035988721065223217,0.0012458756100386381,0.006166905164718628
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,47,47,47,47,"30, 30",2,1173,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,5000,4992,2.6679874640144084e-06,1.733549033815507e-06,1.405992911713838e-06,1.4549827938026283e-06,0.0012062266759621213,0.0,0.0,331.4719829559326,0.002985571511089802,0.01766776479780674,0.0008725803927518427,0.0049229273572564125,0.00046408132766373456,0.0030452378559857607
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,47,47,47,47,"50, 50",2,2953,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,1725,1625,1.0283571452115818e-05,8.022601032280362e-06,5.229562884778716e-06,5.868965217814548e-06,0.002422594728346974,1.401298464324817e-45,3.743392130574644e-23,135.99470162391663,0.006328991614282131,0.03060634434223175,0.0016196370124816895,0.00665146904066205,0.001284747733734548,0.005610370542854071
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,47,47,47,47,"30, 30, 30",3,2103,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,2573,2473,4.040240553674973e-06,2.9754352226518677e-06,1.6889479411474894e-06,1.6272466609734693e-06,0.001275635786960161,1.401298464324817e-45,3.743392130574644e-23,177.84673142433167,0.0023552628699690104,0.01420594658702612,0.0016061902279034257,0.005445073824375868,0.0011172988452017307,0.003973225597292185
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,48,48,48,48,"30, 30",2,1173,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,1899,1799,7.5210472277831285e-06,6.51049820589833e-06,5.072384428785881e-06,6.665808541583829e-06,0.0025818227169160605,1.401298464324817e-45,3.743392130574644e-23,121.52610421180725,0.006658355705440044,0.03598552569746971,0.0018701778026297688,0.008726093918085098,0.0012270319275557995,0.005716821178793907
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,48,48,48,48,"50, 50",2,2953,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,1785,1685,8.745874563626583e-06,9.20930273423437e-06,4.9789931472332686e-06,6.120935267972527e-06,0.0024740523979844336,1.401298464324817e-45,3.743392130574644e-23,136.5893590450287,0.006110758055001497,0.028251757845282555,0.00201431498862803,0.010458201169967651,0.001110643963329494,0.004744039848446846
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,48,48,48,48,"30, 30, 30",3,2103,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,2139,2039,3.5218472041580953e-06,7.243531290441751e-06,1.6695658496246323e-06,1.7251592225875356e-06,0.0013134531672608413,4.203895392974451e-45,6.483745362808791e-23,150.21813893318176,0.0024257623590528965,0.015465646050870419,0.0007516296464018524,0.0054237921722233295,0.002123781945556402,0.009631658904254436
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,49,49,49,49,"30, 30",2,1173,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,3615,3515,5.691532842320157e-06,9.583945320628118e-06,4.360094008006854e-06,4.743537374451989e-06,0.0021779663391457613,1.401298464324817e-45,3.743392130574644e-23,209.25436758995056,0.005204221233725548,0.02918633259832859,0.0015340857207775116,0.005697172600775957,0.0009808160830289125,0.003213341347873211
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,49,49,49,49,"50, 50",2,2953,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,3972,3872,3.5865249244832536e-06,2.0441961987671677e-06,1.581697333676857e-06,1.6461414134028018e-06,0.0012830204259491748,0.0,0.0,303.3449339866638,0.003108520293608308,0.01641528308391571,0.0007609453750774264,0.0025639524683356285,0.0007286457112058997,0.0036064693704247475
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,49,49,49,49,"30, 30, 30",3,2103,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,3135,3035,4.274336548506754e-06,4.435779474079027e-06,1.7120187703767441e-06,1.4574069382433663e-06,0.0012072311039081813,1.401298464324817e-45,3.743392130574644e-23,204.94485569000244,0.002212654333561659,0.00857353676110506,0.001530855312012136,0.006465655751526356,0.0010910998098552227,0.003287784056738019
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,50,50,50,50,"30, 30",2,1173,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,2848,2748,9.772714533432413e-06,1.3741863804170861e-05,7.142777903936804e-06,6.823988314863527e-06,0.002612276462180741,4.203895392974451e-45,6.483745362808791e-23,125.2815489768982,0.0067524658516049385,0.032723598182201385,0.0016770247602835298,0.007233008276671171,0.001996114617213607,0.009866663254797459
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,50,50,50,50,"50, 50",2,2953,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,2349,2249,6.7766131663423345e-06,1.2419512568158098e-05,4.99744789522083e-06,5.4026199904910754e-06,0.0023243536715592734,1.401298464324817e-45,3.743392130574644e-23,174.8933229446411,0.005988507065922022,0.029474802315235138,0.0015037800185382366,0.008812973275780678,0.001387059804983437,0.007830268703401089
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,50,50,50,50,"30, 30, 30",3,2103,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,3154,3054,2.8911917388541042e-06,1.0469424269103911e-05,1.2535783753264695e-06,1.208691742249357e-06,0.0010994051765611061,0.0,0.0,162.93535780906677,0.0021878264378756285,0.013735508546233177,0.0012979148887097836,0.007453631609678268,0.0008269671816378832,0.00280963396653533
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,51,51,51,51,"30, 30",2,1173,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,1818,1718,6.253892582511374e-06,5.847785687365104e-06,4.389543719298672e-06,4.5526107896876056e-06,0.002133684791549025,1.401298464324817e-45,3.743392130574644e-23,80.37966465950012,0.005182269029319286,0.025279352441430092,0.0020119117107242346,0.007333934772759676,0.0011259248713031411,0.0038996089715510607
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,51,51,51,51,"50, 50",2,2953,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,3623,3523,2.8107197330326823e-06,5.519144488062011e-06,1.7967215512726398e-06,1.7275747268286068e-06,0.001314372369927414,1.401298464324817e-45,3.743392130574644e-23,268.4880836009979,0.002947866916656494,0.017916250973939896,0.0014347818214446306,0.005238748621195555,0.0009152804268524051,0.0038135817740112543
O2_novib,3__O2(a)_O2(b)_NONE,2026-04-23_14-32-46,51,51,51,51,"30, 30, 30",3,2103,4,3,2,11,2,"O2(a), O2(b)","O2(X), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)","O2(a), O2(b), NONE",3,tanh,0.0001,16,2914,2814,2.2989845941386497e-06,2.851245271813241e-06,1.2543364482553443e-06,1.0713989695432247e-06,0.0010350840398456662,1.401298464324817e-45,3.743392130574644e-23,150.98405480384827,0.0020093403290957212,0.01062097866088152,0.0009056616108864546,0.0030531655065715313,0.0011826995760202408,0.005397907458245754
