scheme,experiment_name,run_timestamp,hidden_size,depth,num_parameters,input_size,output_size,num_pressure_conditions,num_species_total,num_species_kept,kept_species,removed_species,activation,learning_rate,batch_size,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,test_mse,test_rmse,test_mse_unscaled,test_rmse_unscaled,training_time_s,mean_rel_error_k1,max_rel_error_k1,mean_rel_error_k2,max_rel_error_k2,mean_rel_error_k3,max_rel_error_k3
O2_novib,3__O2(X)_O2(a)_O2(b),2026-04-10_20-31-52,"30, 30",2,1233,6,3,2,11,3,"O2(X), O2(a), O2(b)","O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,4929,4829,2.966848959052489e-06,2.687512492229871e-06,2.14203577797889e-06,1.7563362462169607e-06,0.0013252683676210494,1.401298464324817e-45,3.743392130574644e-23,368.6074299812317,0.002806507283821702,0.013847658410668373,0.001597540220245719,0.0066789016127586365,0.0008030293975025415,0.0026927816215902567
O2_novib,3__O2(X)_O2(a)_O2(b),2026-04-10_20-31-52,"50, 50",2,3053,6,3,2,11,3,"O2(X), O2(a), O2(b)","O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,4007,3907,4.402105875366639e-06,3.7637561854353407e-06,2.955028421638417e-06,2.739468300205772e-06,0.0016551339221361429,1.401298464324817e-45,3.743392130574644e-23,327.29126811027527,0.00381199037656188,0.017653489485383034,0.0013729723868891597,0.0045863487757742405,0.0011556495446711779,0.0038357677403837442
O2_novib,3__O2(X)_O2(a)_O2(b),2026-04-10_20-31-52,"30, 30, 30",3,2163,6,3,2,11,3,"O2(X), O2(a), O2(b)","O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,1981,1881,3.2017063419213324e-06,2.5059949439310004e-06,2.176875232180464e-06,1.922021738209878e-06,0.0013863699860462496,2.802596928649634e-45,5.293955920339377e-23,144.6095609664917,0.0028065177612006664,0.017324719578027725,0.0008546774624846876,0.004501171410083771,0.0016199256060644984,0.005056754220277071
