scheme,experiment_name,species_config_name,kept_species,num_species_kept,input_size,output_size,hidden_size,noise_std,noise_percent,noise_label,test_mse_scaled_mean,test_mse_scaled_std,test_mse_scaled_min,test_mse_scaled_max,test_rmse_scaled_mean,test_rmse_scaled_std,test_rmse_scaled_min,test_rmse_scaled_max,k1_mse_scaled_mean,k1_mse_scaled_std,k1_mse_scaled_min,k1_mse_scaled_max,k1_rmse_scaled_mean,k1_rmse_scaled_std,k1_rmse_scaled_min,k1_rmse_scaled_max,k2_mse_scaled_mean,k2_mse_scaled_std,k2_mse_scaled_min,k2_mse_scaled_max,k2_rmse_scaled_mean,k2_rmse_scaled_std,k2_rmse_scaled_min,k2_rmse_scaled_max,k3_mse_scaled_mean,k3_mse_scaled_std,k3_mse_scaled_min,k3_mse_scaled_max,k3_rmse_scaled_mean,k3_rmse_scaled_std,k3_rmse_scaled_min,k3_rmse_scaled_max,num_seeds,num_noise_repeats,num_evaluations,fraction_reused_saved_weights,num_reused_saved_weights
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30",0.0,0.0,0%,3.294303769064033e-06,1.966218392114558e-06,1.4187291455236561e-06,8.362393737254928e-06,0.0017446147485932833,0.0005012497144592121,0.0011911041707271686,0.0028917803750034216,7.938910013497668e-06,5.465644965416487e-06,2.4989861240864996e-06,2.2679577492175083e-05,0.0026739282300761082,0.0008893791779692362,0.001580818181855997,0.004762308000557616,1.24915008128923e-06,4.781833702911684e-07,4.1781129445972453e-07,2.125585554662024e-06,0.0010951094624980968,0.0002236299898655755,0.0006463832411655832,0.0014579388034694817,6.948512124052008e-07,2.5076577073592e-07,2.577587461694009e-07,1.3370390044631363e-06,0.0008204237240127205,0.0001476842988018086,0.0005076994644170908,0.0011563040276947652,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30",0.005,0.5,0.5%,0.000920883616625271,0.00014010847659448334,0.00048542260694197796,0.0012848639512181774,0.030258145299200165,0.0023111931360321586,0.02203230825269967,0.03584499897082126,0.0024921705150204652,0.0004013024752652509,0.0012692897335270016,0.0035928878558570253,0.04975980033835915,0.004021594006483021,0.03562709268979159,0.059940702830856306,9.141282323983908e-05,1.653034217696032e-05,5.302841274973602e-05,0.00015460976152285256,0.009522763023038701,0.0008553576671385791,0.007282061023483394,0.012434217366720455,0.00017906751161550873,7.925067208471121e-05,9.163061342256639e-05,0.0006963358903882178,0.013162490046844584,0.0024147349221159196,0.009572388073128168,0.02638817709483203,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30",0.01,1.0,1%,0.003741983792711674,0.0005803775395894765,0.002277247587121316,0.005559082032319754,0.060988009517986067,0.004743705788435109,0.04772051536940183,0.07455925182242479,0.010146251918746043,0.0016226436058074695,0.006225559097884148,0.015316208428073486,0.10040695254466503,0.008053443009059963,0.07890221224962041,0.1237586701127379,0.0003615065988706624,6.458160317958916e-05,0.00017877469324531603,0.0005991991222178061,0.018938081291328585,0.0016919908262407436,0.013370665400245271,0.024478544119653157,0.0007181928605183178,0.00031667184146819756,0.0002972113903113294,0.0023783485695776196,0.026345621567583757,0.004915433699799664,0.01723981990368024,0.04876831522184891,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30",0.02,2.0,2%,0.014931386355240028,0.0023139874394830923,0.009123865401816646,0.022280242108861422,0.12182822989155576,0.009460046931709555,0.09551892692977998,0.14926567625834622,0.0404766151018254,0.006463172714662945,0.02477841349588177,0.06139698362758202,0.200548530065035,0.016048241514834416,0.1574116053405268,0.24778414724832987,0.0014467932851733325,0.0002598613991170302,0.000706354245814449,0.002413121083510512,0.03788453083194878,0.003403611352969086,0.026577325783728675,0.04912352881777236,0.0028707506787213457,0.0012731723794915204,0.001196535006532422,0.00944852611317373,0.05266362579273982,0.009876084228216264,0.03459096712340408,0.097203529324679,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30",0.05,5.0,5%,0.09347665151559785,0.014684541626526425,0.057888897108398896,0.13999866361894026,0.3047988962286653,0.023994242696772868,0.24060111618277855,0.374163952858824,0.2533801404018169,0.041194328426218736,0.15366590364751448,0.3857751332312048,0.5017101215974045,0.040881199465142945,0.39200242811430963,0.6211079883814125,0.009116295423740877,0.001711579918922609,0.0043503649562902065,0.015303066658563024,0.09506224550029227,0.008925472779853246,0.0659572964598323,0.12370556437995432,0.017933518721235785,0.007806697117809871,0.007533711043585061,0.05796405230885237,0.13169202669567068,0.024335351844508867,0.0867969529625612,0.24075724767668444,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30",0.1,10.0,10%,0.3726270965060204,0.060177608832367405,0.23922141232818708,0.5672624484200971,0.6084572502288105,0.04912131318008905,0.4891026603159986,0.7531682736414865,1.0086864370821298,0.17005890932590553,0.6376885801617893,1.4794601119202702,1.00078098689377,0.084508624548735,0.7985540558796188,1.2163305931860262,0.037420319816835634,0.007387687352901359,0.01728964073478164,0.06304693906004329,0.19251613522836666,0.018940812535835523,0.13149007846518931,0.251091495395689,0.07177453261909564,0.031873390433987535,0.030059602440092217,0.2230024186366493,0.26332284846421217,0.04941370641576616,0.17337705280714694,0.47223131899170906,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30, 30",0.0,0.0,0%,1.4486436525869747e-06,7.659417712432503e-07,7.211957853314743e-07,4.04139048667614e-06,0.0011712719731555973,0.00027741307200358203,0.0008492324683686289,0.0020103209909554595,2.757039982659748e-06,1.5651626900114329e-06,1.4345007703298052e-06,8.209557756480024e-06,0.0016108042505641868,0.000403430961101195,0.001197706462506488,0.002865232583313268,7.454029135294249e-07,3.6812877988823323e-07,2.1166036733077932e-07,1.864146086481e-06,0.0008387958941972636,0.0002047661699797071,0.0004600656119846161,0.0013653373526279137,8.43488061571751e-07,6.709386396702847e-07,2.1033542465964672e-07,3.126609340178277e-06,0.0008630224143507297,0.00031452773030818854,0.00045862340177933215,0.00176822208451831,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30, 30",0.005,0.5,0.5%,0.0009150616723902117,0.00016635774511476875,0.0005120514560205725,0.0014081717872700258,0.03012822747343166,0.002714775629063989,0.022628553997561852,0.03752561508183478,0.0024997879870893836,0.0004754607787250478,0.001337016240302462,0.003907409926950287,0.049778155548472244,0.0046880873166149405,0.03656523267124745,0.06250927872684413,9.397076194198606e-05,2.0704798369708973e-05,5.030145015497034e-05,0.00016764388167478828,0.009636863762187281,0.001050894723713315,0.007092351525056435,0.01294773654639251,0.00015142626813926518,3.1031085922632414e-05,7.632572609399091e-05,0.0002443642411950897,0.012241458417228608,0.0012557492680022912,0.008736459585781354,0.01563215408045512,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30, 30",0.01,1.0,1%,0.0036978598880682153,0.0006552178437711089,0.0022799792693815727,0.006121352760788005,0.06057722662455988,0.0053226241991937845,0.04774912846724611,0.07823907438606367,0.01011472867619511,0.0018532922176685903,0.006233904526915568,0.01700668593385083,0.10015986112221816,0.009107043525619453,0.0789550791711057,0.1304096849695253,0.0003717048581207801,8.288687200672116e-05,0.0001857773984023403,0.0006446495471974512,0.019165130453658717,0.0021008729096448427,0.013630018283272415,0.025389949728139502,0.0006071461298887541,0.0001341788893191576,0.0002568491086502789,0.0010913749371011595,0.024492768359000897,0.0026960340316524584,0.016026512679004092,0.03303596429803676,20,20,400,1.0,400
O2_novib,InverseProblem_GaussianNoiseRobustness,4__O2(X)__O2(a)__O2(b)__O(3P),"O2(X), O2(a), O2(b), O(3P)",4,8,3,"30, 30, 30",0.02,2.0,2%,0.01476651885805871,0.00260971607184305,0.009112725422015832,0.02458795314389255,0.12105540767498509,0.010601325433843517,0.09546059617463025,0.15680546273613222,0.040388927911150396,0.007377843271426403,0.024925575455619305,0.06833086703380005,0.20015211834351698,0.018135038815377594,0.15787835651418247,0.2614017349479533,0.0014865728185762222,0.0003336262056961289,0.000733205075387735,0.002599793227762834,0.038324433966462415,0.004225543488228611,0.027077759792636744,0.05098816752701389,0.002424055844449514,0.0005446689804967643,0.0010230561092235658,0.004374476421043128,0.04892944717928655,0.0054808889368209105,0.03198524830642348,0.06613982477330227,20,20,400,1.0,400
