Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 4.63132054533529e+22 0.00000000000000e+00 0.00000000000000e+00 
8.43278990713390e-17 3.77000000000000e+02 4.63132054533527e+22 8.69609303355128e+07 2.68178490584936e+08 
1.68655798142678e-16 3.77000000000000e+02 4.63132054533525e+22 1.73921860671025e+08 5.36356981169866e+08 
2.52983697214017e-16 3.77000000000000e+02 4.63132054533523e+22 2.60882791006536e+08 8.04535471754789e+08 
1.09626268792741e-15 3.77000000000000e+02 4.63132054533500e+22 1.13049209436156e+09 3.48632037760343e+09 
1.93954167864080e-15 3.77000000000000e+02 4.63132054533478e+22 2.00010139771650e+09 6.16810528345141e+09 
2.78282066935419e-15 3.77000000000000e+02 4.63132054533456e+22 2.86971070107133e+09 8.84989018929870e+09 
1.12156105764881e-14 3.77000000000000e+02 4.63132054533235e+22 1.15658037346115e+10 3.56677392477130e+10 
1.96484004836220e-14 3.77000000000000e+02 4.63132054533014e+22 2.02618967681424e+10 6.24855883060606e+10 
2.80811903907559e-14 3.77000000000000e+02 4.63132054532793e+22 2.89579898016638e+10 8.93034373643401e+10 
1.12409089462095e-13 3.77000000000000e+02 4.63132054530582e+22 1.15918920136059e+11 3.57481927941271e+11 
1.96736988533434e-13 3.77000000000000e+02 4.63132054528372e+22 2.02879850469522e+11 6.25660418511528e+11 
2.81064887604773e-13 3.77000000000000e+02 4.63132054526162e+22 2.89840780802036e+11 8.93838909074985e+11 
1.12434387831816e-12 3.77000000000000e+02 4.63132054504057e+22 1.15945008404530e+12 3.57562381412310e+12 
1.96762286903155e-12 3.77000000000000e+02 4.63132054481952e+22 2.02905938719538e+12 6.25740871850381e+12 
2.81090185974494e-12 3.77000000000000e+02 4.63132054459847e+22 2.89866869025052e+12 8.93919362220450e+12 
1.12436917668788e-11 3.77000000000000e+02 4.63132054238796e+22 1.15947617126142e+13 3.57570426005657e+13 
1.96764816740127e-11 3.77000000000000e+02 4.63132054017746e+22 2.02908547256601e+13 6.25748915121873e+13 
2.81092715811466e-11 3.77000000000000e+02 4.63132053796696e+22 2.89869477292118e+13 8.93927403558056e+13 
1.12437170652486e-10 3.77000000000000e+02 4.63132051586194e+22 1.15947876945955e+14 3.57571222927426e+14 
1.96765069723825e-10 3.77000000000000e+02 4.63132049375693e+22 2.02908805230921e+14 6.25749698825085e+14 
2.81092968795164e-10 3.77000000000000e+02 4.63132047165191e+22 2.89869732566467e+14 8.93928167922420e+14 
1.12437195950855e-09 3.77000000000000e+02 4.63132025060179e+22 1.15947892404451e+15 3.57571227243963e+15 
1.96765095022194e-09 3.77000000000000e+02 4.63132002955171e+22 2.02908802234476e+15 6.25749570956079e+15 
2.81092994093533e-09 3.77000000000000e+02 4.63131980850167e+22 2.89869702570301e+15 8.93927846664996e+15 
1.12437198480692e-08 3.77000000000000e+02 4.63131759800504e+22 1.15947788715265e+16 3.57570473920654e+16 
1.96765097552031e-08 3.77000000000000e+02 4.63131538751268e+22 2.02908513995224e+16 6.25747495780358e+16 
2.81092996623370e-08 3.77000000000000e+02 4.63131317702466e+22 2.89869144332443e+16 8.93923837611848e+16 
1.12437198733676e-07 3.77000000000000e+02 4.63129107251964e+22 1.15946725977737e+17 3.57562861182963e+17 
1.96765097805015e-07 3.77000000000000e+02 4.63126896844149e+22 2.02905605691018e+17 6.25726664819703e+17 
2.81092996876354e-07 3.77000000000000e+02 4.63124686479828e+22 2.89863535903260e+17 8.93883668552269e+17 
1.12437198758974e-06 3.77000000000000e+02 4.63102586587096e+22 1.15936094194243e+18 3.57486740281199e+18 
1.96765097830313e-06 3.77000000000000e+02 4.63080490962775e+22 2.02876511642420e+18 6.25518391801064e+18 
2.81092996901652e-06 3.77000000000000e+02 4.63058399686753e+22 2.89807426727715e+18 8.93482082072602e+18 
1.12437198761504e-05 3.77000000000000e+02 4.62837718621717e+22 1.15860884917928e+19 3.56950053790099e+19 
1.96765097832843e-05 3.77000000000000e+02 4.62617469180496e+22 2.02646250215953e+19 6.23878205636028e+19 
2.81092996904182e-05 3.77000000000000e+02 4.62397653983877e+22 2.89335879020124e+19 8.90129341265304e+19 
3.65420895975521e-05 3.77000000000000e+02 4.62178273666709e+22 3.75929228610485e+19 1.15570327641931e+20 
1.20869988668891e-04 3.77000000000000e+02 4.60008249768009e+22 1.23645571731998e+20 3.77469809640202e+20 
2.05197887740230e-04 3.77000000000000e+02 4.57881233785696e+22 2.08701871585952e+20 6.32760406394747e+20 
2.89525786811569e-04 3.77000000000000e+02 4.55796797594047e+22 2.92736723068675e+20 8.81577941759087e+20 
3.73853685882908e-04 3.77000000000000e+02 4.53754474191686e+22 3.75726360172279e+20 1.12406334802408e+21 
7.87299537279154e-04 3.77000000000000e+02 4.44333535258187e+22 7.66955062972076e+20 2.22579372912426e+21 
