Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 4.40296121349314e+22 0.00000000000000e+00 0.00000000000000e+00 
1.51214795534101e-16 3.77000000000000e+02 4.40296121349313e+22 2.79852454783161e+07 3.08910851856601e+08 
3.02429591068201e-16 3.77000000000000e+02 4.40296121349311e+22 5.59704909566317e+07 6.17821703713195e+08 
4.53644386602302e-16 3.77000000000000e+02 4.40296121349309e+22 8.39557364349467e+07 9.26732555569783e+08 
1.96579234194331e-15 3.77000000000000e+02 4.40296121349291e+22 3.63808191218050e+08 4.01584107413512e+09 
3.47794029728431e-15 3.77000000000000e+02 4.40296121349272e+22 6.43660646001099e+08 7.10494959269983e+09 
4.99008825262532e-15 3.77000000000000e+02 4.40296121349254e+22 9.23513100784093e+08 1.01940581112639e+10 
2.01115678060354e-14 3.77000000000000e+02 4.40296121349072e+22 3.72203764860930e+09 4.10851432968503e+10 
3.52330473594454e-14 3.77000000000000e+02 4.40296121348889e+22 6.52056219642913e+09 7.19762284823747e+10 
5.03545269128555e-14 3.77000000000000e+02 4.40296121348707e+22 9.31908674424346e+09 1.02867313667836e+11 
2.01569322446956e-13 3.77000000000000e+02 4.40296121346882e+22 3.73043322219135e+10 4.11778165517000e+11 
3.52784117981057e-13 3.77000000000000e+02 4.40296121345058e+22 6.52895776990450e+10 7.20689017359965e+11 
5.03998913515157e-13 3.77000000000000e+02 4.40296121343234e+22 9.32748231756277e+10 1.02959986919661e+12 
2.01614686885616e-12 3.77000000000000e+02 4.40296121324990e+22 3.73127277894128e+11 4.11870838701831e+12 
3.52829482419717e-12 3.77000000000000e+02 4.40296121306745e+22 6.52979732558768e+11 7.20781690422004e+12 
5.04044277953818e-12 3.77000000000000e+02 4.40296121288501e+22 9.32832187168531e+11 1.02969254207901e+13 
2.01619223329482e-11 3.77000000000000e+02 4.40296121106061e+22 3.73135672853344e+12 4.11880105320126e+13 
3.52834018863583e-11 3.77000000000000e+02 4.40296120923620e+22 6.52988126451244e+12 7.20790955812387e+13 
5.04048814397684e-11 3.77000000000000e+02 4.40296120741180e+22 9.32840579500358e+12 1.02970180567294e+14 
2.01619676973869e-10 3.77000000000000e+02 4.40296118916773e+22 3.73136506266435e+13 4.11881024980077e+14 
3.52834472507970e-10 3.77000000000000e+02 4.40296117092366e+22 6.52988949196932e+13 7.20791863193209e+14 
5.04049268042070e-10 3.77000000000000e+02 4.40296115267959e+22 9.32841386639554e+13 1.02970269508931e+15 
2.01619722338308e-09 3.77000000000000e+02 4.40296097023897e+22 3.73136528779425e+14 4.11881046927296e+15 
3.52834517872408e-09 3.77000000000000e+02 4.40296078779838e+22 6.52988865035856e+14 7.20791762349176e+15 
5.04049313406509e-09 3.77000000000000e+02 4.40296060535782e+22 9.32841146413486e+14 1.02970241460077e+16 
2.01619726874752e-08 3.77000000000000e+02 4.40295878095548e+22 3.73135922746508e+15 4.11880348935418e+16 
3.52834522408852e-08 3.77000000000000e+02 4.40295695655677e+22 6.52987192257990e+15 7.20789836447206e+16 
5.04049317942953e-08 3.77000000000000e+02 4.40295513216177e+22 9.32837912977023e+15 1.02969869225919e+17 
2.01619727328396e-07 3.77000000000000e+02 4.40293688853148e+22 3.73129779197602e+16 4.11873277386243e+17 
3.52834522862497e-07 3.77000000000000e+02 4.40291864526503e+22 6.52970380838908e+16 7.20770486049270e+17 
5.04049318396597e-07 3.77000000000000e+02 4.40290040236930e+22 9.32805494113223e+16 1.02966137802320e+18 
2.01619727373760e-06 3.77000000000000e+02 4.40271800537847e+22 3.73068325054912e+17 4.11802564335278e+18 
3.52834522907861e-06 3.77000000000000e+02 4.40253564476769e+22 6.52802205951548e+17 7.20577009714458e+18 
5.04049318441962e-06 3.77000000000000e+02 4.40235332121770e+22 9.32481159005459e+17 1.02928831909265e+19 
2.01619727378297e-05 3.77000000000000e+02 4.40053206027693e+22 3.72633559451885e+18 4.11303931352196e+19 
3.52834522912397e-05 3.77000000000000e+02 4.39871447745939e+22 6.51471070264910e+18 7.19052992697154e+19 
5.04049318446498e-05 3.77000000000000e+02 4.39690059457538e+22 9.29755040153690e+18 1.02617277552271e+20 
6.55264113980599e-05 3.77000000000000e+02 4.39509041649079e+22 1.20748227267603e+19 1.33266294593631e+20 
2.16741206932161e-04 3.77000000000000e+02 4.37719102302275e+22 3.95347626235933e+19 4.36334284160737e+20 
3.67956002466261e-04 3.77000000000000e+02 4.35965745944935e+22 6.64183053720341e+19 7.33238470131732e+20 
5.19170798000362e-04 3.77000000000000e+02 4.34248564214709e+22 9.27112667445345e+19 1.02408889343191e+21 
6.70385593534463e-04 3.77000000000000e+02 4.32567117724663e+22 1.18400706563527e+20 1.30899931180322e+21 
1.27165701285350e-03 3.77000000000000e+02 4.26225679455781e+22 2.14422219811151e+20 2.38524393908442e+21 
1.87292843217254e-03 3.77000000000000e+02 4.20412035965664e+22 3.00379592854649e+20 3.37605789102072e+21 
2.47419985149158e-03 3.77000000000000e+02 4.15094682776945e+22 3.76217668658627e+20 4.28785237715664e+21 
3.07547127081062e-03 3.77000000000000e+02 4.10241110588132e+22 4.42201884691370e+20 5.12659838285366e+21 
3.67674269012965e-03 3.77000000000000e+02 4.05818564161495e+22 4.98833893406527e+20 5.89784365075079e+21 
4.75311705065153e-03 3.77000000000000e+02 3.98876890835745e+22 5.79066511986689e+20 7.12571307874042e+21 
5.82949141117341e-03 3.77000000000000e+02 3.93036420826173e+22 6.35785530181663e+20 8.18036904426486e+21 
6.90586577169529e-03 3.77000000000000e+02 3.88134962775200e+22 6.73540949260907e+20 9.08514981630113e+21 
7.98224013221717e-03 3.77000000000000e+02 3.84027030189299e+22 6.96558973995260e+20 9.86070028401306e+21 
9.05861449273905e-03 3.77000000000000e+02 3.80584165924120e+22 7.08629011629892e+20 1.05251330617797e+22 
1.08630734975846e-02 3.77000000000000e+02 3.76024210384045e+22 7.12209205852585e+20 1.14299637813493e+22 
1.26675325024302e-02 3.77000000000000e+02 3.72628312571306e+22 7.03941238264944e+20 1.21256792790722e+22 
1.44719915072758e-02 3.77000000000000e+02 3.70085651872211e+22 6.90890900663209e+20 1.26603120940943e+22 
1.62764505121213e-02 3.77000000000000e+02 3.68175223704091e+22 6.76756993004126e+20 1.30706655430359e+22 
1.80809095169669e-02 3.77000000000000e+02 3.66737867670164e+22 6.63227678827729e+20 1.33851953781736e+22 
2.01221957366213e-02 3.77000000000000e+02 3.65535570971964e+22 6.49633020373708e+20 1.36528440347213e+22 
2.21634819562756e-02 3.77000000000000e+02 3.64659369228118e+22 6.38355272079087e+20 1.38506398800792e+22 
2.42047681759300e-02 3.77000000000000e+02 3.64018192073685e+22 6.29377651355672e+20 1.39968305524124e+22 
2.62460543955844e-02 3.77000000000000e+02 3.63548170176739e+22 6.22394660188826e+20 1.41048009141350e+22 
2.82873406152387e-02 3.77000000000000e+02 3.63203488632607e+22 6.17030127849531e+20 1.41844662876399e+22 
3.25985370769849e-02 3.77000000000000e+02 3.62753936317049e+22 6.09720034806674e+20 1.42889969368357e+22 
3.69097335387311e-02 3.77000000000000e+02 3.62508106042287e+22 6.05879904156369e+20 1.43458432530857e+22 
4.12209300004773e-02 3.77000000000000e+02 3.62366795761453e+22 6.03765126638514e+20 1.43783348642839e+22 
4.55321264622235e-02 3.77000000000000e+02 3.62293851454757e+22 6.02355401006138e+20 1.43957431768847e+22 
4.98433229239697e-02 3.77000000000000e+02 3.62265606041369e+22 6.01504699595006e+20 1.44030936623834e+22 
5.84039820626341e-02 3.77000000000000e+02 3.62243921132396e+22 6.00972995051566e+20 1.44084940532639e+22 
6.69646412012985e-02 3.77000000000000e+02 3.62243886054601e+22 6.01017720360771e+20 1.44084116182000e+22 
7.55253003399628e-02 3.77000000000000e+02 3.62245674901351e+22 6.01096628813827e+20 1.44078960319401e+22 
8.40859594786272e-02 3.77000000000000e+02 3.62246005037056e+22 6.01114982495319e+20 1.44077932974345e+22 
1.21055783863307e-01 3.77000000000000e+02 3.62245419585111e+22 6.01101268113543e+20 1.44079378165860e+22 
1.58025608247987e-01 3.77000000000000e+02 3.62245254788190e+22 6.01097018058795e+20 1.44079792760795e+22 
1.94995432632666e-01 3.77000000000000e+02 3.62245236814425e+22 6.01096588138319e+20 1.44079837306737e+22 
