scheme,experiment_name,run_timestamp,hidden_size,depth,num_parameters,input_size,output_size,num_pressure_conditions,num_species_total,num_species_kept,kept_species,removed_species,activation,learning_rate,batch_size,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,test_mse,test_rmse,test_mse_unscaled,test_rmse_unscaled,training_time_s,mean_rel_error_k1,max_rel_error_k1,mean_rel_error_k2,max_rel_error_k2,mean_rel_error_k3,max_rel_error_k3,mean_rel_error_k4,max_rel_error_k4,mean_rel_error_k5,max_rel_error_k5,mean_rel_error_k6,max_rel_error_k6,mean_rel_error_k7,max_rel_error_k7,mean_rel_error_k8,max_rel_error_k8,mean_rel_error_k9,max_rel_error_k9
9Ks_Dataset,3species_to_9Ks,2026-04-22_19-13-57,"30, 30",2,1329,3,9,1,3,3,"O2(X), O2(a), O(3P)",,tanh,0.0001,16,956,856,0.05245710114638011,0.057357040047645566,0.05705274045467377,0.05745207518339157,0.23969162518409268,616.8091430664062,24.835642594191242,18.31230354309082,0.21595680713653564,0.37948185205459595,0.5173887014389038,0.8677480816841125,0.40336528420448303,0.7362677454948425,0.3665326237678528,1.1157904863357544,0.41535335779190063,0.7651453614234924,0.5079060792922974,0.8545721769332886,0.4644767642021179,0.8052783608436584,0.29568204283714294,0.767970860004425,0.14848539233207703,0.4178949296474457
9Ks_Dataset,3species_to_9Ks,2026-04-22_19-13-57,"50, 50",2,3209,3,9,1,3,3,"O2(X), O2(a), O(3P)",,tanh,0.0001,16,386,286,0.053109537892871435,0.057556900382041934,0.057463325560092926,0.057739775627851486,0.2402910227783208,584.53076171875,24.177070991308067,3.242842674255371,0.2177533209323883,0.3736265003681183,0.5158315896987915,0.8603706359863281,0.41119247674942017,0.7736373543739319,0.3651184141635895,1.1215472221374512,0.4075307250022888,0.73196941614151,0.503105878829956,0.8096374869346619,0.46843084692955017,0.8034745454788208,0.2991201877593994,0.7659266591072083,0.13570602238178253,0.4096167981624603
9Ks_Dataset,3species_to_9Ks,2026-04-22_19-13-57,"30, 30, 30",3,2259,3,9,1,3,3,"O2(X), O2(a), O(3P)",,tanh,0.0001,16,386,286,0.05311912364429898,0.05756397545337677,0.057304947078227995,0.05795760452747345,0.24074385667649642,585.3885498046875,24.19480419025307,5.319055080413818,0.21432800590991974,0.37596428394317627,0.5091985464096069,0.8228622674942017,0.4183380603790283,0.8031833171844482,0.3618588447570801,1.1291066408157349,0.40247249603271484,0.7217631936073303,0.5090006589889526,0.8727019429206848,0.46896252036094666,0.8065852522850037,0.3071683943271637,0.8120222091674805,0.138717383146286,0.4133080542087555
