scheme,experiment_name,run_timestamp,hidden_size,depth,num_parameters,input_size,output_size,num_pressure_conditions,num_species_total,num_species_kept,kept_species,removed_species,activation,learning_rate,batch_size,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,test_mse,test_rmse,test_mse_unscaled,test_rmse_unscaled,training_time_s,mean_rel_error_k1,max_rel_error_k1,mean_rel_error_k2,max_rel_error_k2,mean_rel_error_k3,max_rel_error_k3
O2_novib,5__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X),2026-04-10_14-00-05,"30, 30",2,1353,10,3,2,11,5,"O2(X), O2(a), O2(b), O2(Hz), O2+(X)","O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,3169,3069,4.3375851439325034e-06,9.11129518499365e-06,2.8923609806952298e-06,2.9205427836132003e-06,0.0017089595617255549,1.401298464324817e-45,3.743392130574644e-23,255.4839038848877,0.0037656512577086687,0.016369007527828217,0.0014579214621335268,0.004883984103798866,0.0012604675721377134,0.006059089209884405
O2_novib,5__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X),2026-04-10_14-00-05,"50, 50",2,3253,10,3,2,11,5,"O2(X), O2(a), O2(b), O2(Hz), O2+(X)","O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,4435,4335,1.8387136876501447e-06,2.9731787526543484e-06,1.1089982717749082e-06,1.199909888782713e-06,0.0010954039842828367,1.401298464324817e-45,3.743392130574644e-23,408.9079487323761,0.0023966790176928043,0.012090614065527916,0.0006806039600633085,0.0037654400803148746,0.0009067407809197903,0.002950100926682353
O2_novib,5__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X),2026-04-10_14-00-05,"30, 30, 30",3,2283,10,3,2,11,5,"O2(X), O2(a), O2(b), O2(Hz), O2+(X)","O(3P), O(1D), O+(gnd), O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,2037,1937,2.4203977333551544e-06,1.351305049865914e-06,9.430830914425314e-07,8.978965411188256e-07,0.0009475740293606751,1.401298464324817e-45,3.743392130574644e-23,209.10349464416504,0.0014993032673373818,0.007720463443547487,0.001060193288139999,0.006323426496237516,0.0013257191749289632,0.005634072702378035
