scheme,experiment_name,run_timestamp,hidden_size,depth,num_parameters,input_size,output_size,num_pressure_conditions,num_species_total,num_species_kept,kept_species,removed_species,activation,learning_rate,batch_size,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,test_mse,test_rmse,test_mse_unscaled,test_rmse_unscaled,training_time_s,mean_rel_error_k1,max_rel_error_k1,mean_rel_error_k2,max_rel_error_k2,mean_rel_error_k3,max_rel_error_k3
O2_novib,8__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd),2026-04-10_12-00-54,"30, 30",2,1533,16,3,2,11,8,"O2(X), O2(a), O2(b), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd)","O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,2488,2388,6.844201798230642e-06,6.912210319569567e-06,5.571784049607231e-06,6.0146762734802905e-06,0.0024524836948449404,4.203895392974451e-45,6.483745362808791e-23,180.68909859657288,0.005934972781687975,0.031597889959812164,0.001989237731322646,0.00802604015916586,0.0019410286331549287,0.007848374545574188
O2_novib,8__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd),2026-04-10_12-00-54,"50, 50",2,3553,16,3,2,11,8,"O2(X), O2(a), O2(b), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd)","O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,4391,4291,3.933214929929818e-06,2.4151862589860684e-06,1.0588903330699394e-06,9.61718228609243e-07,0.0009806723349871978,1.401298464324817e-45,3.743392130574644e-23,400.54008436203003,0.0023442914243787527,0.011602887883782387,0.0007366979261860251,0.007069823797792196,0.000896200246643275,0.0030463843140751123
O2_novib,8__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd),2026-04-10_12-00-54,"30, 30, 30",3,2463,16,3,2,11,8,"O2(X), O2(a), O2(b), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd)","O-(gnd), O3(X), O3(exc)",tanh,0.0001,16,3860,3760,3.45179532082006e-06,3.4635002793947934e-06,9.256565988380316e-07,9.623742016628967e-07,0.0009810067286532222,0.0,0.0,335.6293406486511,0.0017801985377445817,0.00702234823256731,0.0009751126635819674,0.0034571478608995676,0.0004910859861411154,0.0014874438056722283
