Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 4.13604368687538e+22 0.00000000000000e+00 0.00000000000000e+00 
8.35490235345695e-17 3.77000000000000e+02 4.13604368687536e+22 4.84760479618974e+07 2.80511254975739e+08 
1.67098047069139e-16 3.77000000000000e+02 4.13604368687534e+22 9.69520959237942e+07 5.61022509951474e+08 
2.50647070603709e-16 3.77000000000000e+02 4.13604368687532e+22 1.45428143885690e+08 8.41533764927206e+08 
1.08613730594940e-15 3.77000000000000e+02 4.13604368687513e+22 6.30188623504589e+08 3.64664631468422e+09 
1.92162754129510e-15 3.77000000000000e+02 4.13604368687494e+22 1.11494910312342e+09 6.45175886444088e+09 
2.75711777664079e-15 3.77000000000000e+02 4.13604368687475e+22 1.59970958274218e+09 9.25687141419719e+09 
1.11120201300977e-14 3.77000000000000e+02 4.13604368687287e+22 6.44731437892360e+09 3.73079969117297e+10 
1.94669224835547e-14 3.77000000000000e+02 4.13604368687098e+22 1.12949191750980e+10 6.53591224092273e+10 
2.78218248370116e-14 3.77000000000000e+02 4.13604368686909e+22 1.61425239712653e+10 9.34102479066894e+10 
1.11370848371581e-13 3.77000000000000e+02 4.13604368685022e+22 6.46185719323231e+10 3.73921502878248e+11 
1.94919871906151e-13 3.77000000000000e+02 4.13604368683134e+22 1.13094619892681e+11 6.54432757846321e+11 
2.78468895440720e-13 3.77000000000000e+02 4.13604368681247e+22 1.61570667852325e+11 9.34944012810843e+11 
1.11395913078642e-12 3.77000000000000e+02 4.13604368662374e+22 6.46331147387259e+11 3.74005656214981e+12 
1.94944936613211e-12 3.77000000000000e+02 4.13604368643501e+22 1.13109162685219e+12 6.54516911114024e+12 
2.78493960147781e-12 3.77000000000000e+02 4.13604368624627e+22 1.61585210624580e+12 9.35028165977556e+12 
1.11398419549348e-11 3.77000000000000e+02 4.13604368435896e+22 6.46345689403072e+12 3.74014071155031e+13 
1.94947443083917e-11 3.77000000000000e+02 4.13604368247164e+22 1.13110616748155e+13 6.54525325363782e+13 
2.78496466618487e-11 3.77000000000000e+02 4.13604368058432e+22 1.61586664484677e+13 9.35036579217411e+13 
1.11398670196418e-10 3.77000000000000e+02 4.13604366171116e+22 6.46347135698754e+13 3.74014908712809e+14 
1.94947693730988e-10 3.77000000000000e+02 4.13604364283799e+22 1.13110759991274e+14 6.54526156018636e+14 
