Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 1.16349655890585e+23 0.00000000000000e+00 0.00000000000000e+00 
5.69021629136886e-17 3.77000000000000e+02 1.16349655890584e+23 3.42095584320925e+07 5.12622604248509e+08 
1.13804325827377e-16 3.77000000000000e+02 1.16349655890584e+23 6.84191168641846e+07 1.02524520849701e+09 
1.70706488741066e-16 3.77000000000000e+02 1.16349655890584e+23 1.02628675296276e+08 1.53786781274550e+09 
7.39728117877952e-16 3.77000000000000e+02 1.16349655890581e+23 4.44724259617163e+08 6.66409385522969e+09 
1.30874974701484e-15 3.77000000000000e+02 1.16349655890578e+23 7.86819843938013e+08 1.17903198977130e+10 
1.87777137615172e-15 3.77000000000000e+02 1.16349655890575e+23 1.12891542825883e+09 1.69165459401955e+10 
7.56798766752058e-15 3.77000000000000e+02 1.16349655890546e+23 4.54987127146381e+09 6.81788063649461e+10 
1.32582039588894e-14 3.77000000000000e+02 1.16349655890517e+23 7.97082711466522e+09 1.19441066789612e+11 
1.89484202502583e-14 3.77000000000000e+02 1.16349655890488e+23 1.13917829578630e+10 1.70703327214192e+11 
7.58505831639469e-14 3.77000000000000e+02 1.16349655890198e+23 4.56013413895254e+10 6.83325931452576e+11 
1.32752746077636e-13 3.77000000000000e+02 1.16349655889907e+23 7.98108998208293e+10 1.19594853568252e+12 
1.89654908991324e-13 3.77000000000000e+02 1.16349655889616e+23 1.14020458251768e+11 1.70857113990386e+12 
7.58676538128210e-13 3.77000000000000e+02 1.16349655886711e+23 4.56116042529648e+11 6.83479718137541e+12 
1.32769816726510e-12 3.77000000000000e+02 1.16349655883806e+23 7.98211626771673e+11 1.19610232220027e+13 
1.89671979640198e-12 3.77000000000000e+02 1.16349655880901e+23 1.14030721097717e+12 1.70872492617699e+13 
7.58693608777084e-12 3.77000000000000e+02 1.16349655851849e+23 4.56126304988150e+12 6.83495095852576e+13 
1.32771523791397e-11 3.77000000000000e+02 1.16349655822797e+23 7.98221888520043e+12 1.19611769824323e+14 
1.89673686705086e-11 3.77000000000000e+02 1.16349655793745e+23 1.14031747168660e+13 1.70874029977369e+14 
7.58695315841972e-11 3.77000000000000e+02 1.16349655503224e+23 4.56127327184635e+13 6.83496624089467e+14 
1.32771694497886e-10 3.77000000000000e+02 1.16349655212703e+23 7.98222903615191e+13 1.19611920975936e+15 
1.89673857411574e-10 3.77000000000000e+02 1.16349654922182e+23 1.14031847639244e+14 1.70874178682722e+15 
7.58695486548460e-10 3.77000000000000e+02 1.16349652016974e+23 4.56127388910576e+14 6.83496681567034e+15 
1.32771711568535e-09 3.77000000000000e+02 1.16349649111766e+23 7.98222894327626e+14 1.19611910002934e+16 
1.89673874482223e-09 3.77000000000000e+02 1.16349646206559e+23 1.14031836321148e+15 1.70874143247124e+16 
7.58695503619109e-09 3.77000000000000e+02 1.16349617154528e+23 4.56126990141424e+15 6.83495733854119e+16 
1.32771713275600e-08 3.77000000000000e+02 1.16349588102543e+23 7.98221785408298e+15 1.19611648024081e+17 
1.89673876189288e-08 3.77000000000000e+02 1.16349559050604e+23 1.14031621532654e+16 1.70873636642418e+17 
7.58695505326174e-08 3.77000000000000e+02 1.16349268535242e+23 4.56122900379889e+16 6.83486104530655e+17 
1.32771713446306e-07 3.77000000000000e+02 1.16348978024460e+23 7.98210592636036e+16 1.19609013019933e+18 
