scheme,species_config_name,kept_species,num_species_kept,hidden_size,hidden_size_str,seed,input_size,output_size,x_train_shape,y_train_shape,x_test_shape,y_test_shape,activation,learning_rate,batch_size,max_epochs,patience,val_split,reused_saved_weights,saved_weights_path,model_info_path,loss_history_path,clean_metrics_path,model_file_exists,model_info_exists,loss_history_exists,clean_metrics_exists,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,current_run_training_time_s,cached_training_time_s,test_mse_scaled,test_rmse_scaled
O2_novib,3__O2(X)__O2(b)__O2(Hz),"O2(X), O2(b), O2(Hz)",3,"30, 30, 30","30, 30, 30",51,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O2(Hz)\seed_0051\30, 30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O2(Hz)\seed_0051\30, 30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O2(Hz)\seed_0051\30, 30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O2(Hz)\seed_0051\30, 30, 30\clean_metrics.json",True,True,True,True,3893,3793,1.1435912907068592e-05,1.7975321461563e-05,5.756104110332672e-06,194.61491084098816,194.61491084098816,6.0142900669468705e-06,0.0024524049557417857
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",32,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\30, 30\clean_metrics.json",True,True,True,True,5000,4995,0.000550588688088788,0.0005182783328928054,0.0004879329400137067,214.01022624969482,214.01022624969482,0.0006008691272877028,0.024512631994294345
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",33,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\30, 30\clean_metrics.json",True,True,True,True,5000,4965,6.661446404501072e-05,5.589005086221732e-05,5.248724788543768e-05,214.68898916244507,214.68898916244507,5.773879550000416e-05,0.007598604839048032
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",34,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\30, 30\clean_metrics.json",True,True,True,True,2192,2092,0.0009256602239070667,0.0008806268870830536,0.0008757031313143671,94.12922358512878,94.12922358512878,0.00099592130563314,0.031558220888274736
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",35,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\30, 30\clean_metrics.json",True,True,True,True,5000,4938,7.196952144214366e-05,0.0001313561137067154,5.091113067464903e-05,214.23956656455994,214.23956656455994,6.315232959349141e-05,0.007946844002086074
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",36,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\30, 30\clean_metrics.json",True,True,True,True,5000,4992,0.0001051578462162676,6.859479122795165e-05,6.628468589042313e-05,214.37092280387878,214.37092280387878,6.761654863509955e-05,0.008222928227529385
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",37,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\30, 30\clean_metrics.json",True,True,True,True,5000,4999,7.448951839857424e-05,8.56473480234854e-05,5.944258562522009e-05,213.84952092170715,213.84952092170715,6.965545671721548e-05,0.008345984466629175
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",38,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\30, 30\clean_metrics.json",True,True,True,True,5000,4982,6.47919795786341e-05,5.599475800408982e-05,4.958338235155679e-05,213.62682914733887,213.62682914733887,5.597585459795162e-05,0.0074817013170769935
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",39,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\30, 30\clean_metrics.json",True,True,True,True,5000,5000,0.00015092949955336127,0.00012530906649772078,0.00012530906649772078,213.63645219802856,213.63645219802856,0.0001397553274580036,0.011821815742854546
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",40,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\30, 30\clean_metrics.json",True,True,True,True,5000,4972,7.107017152722822e-05,0.00012569229351356626,6.190788524691016e-05,213.50511622428894,213.50511622428894,6.979721754826862e-05,0.008354472906669136
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",41,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\30, 30\clean_metrics.json",True,True,True,True,5000,4989,9.700943738506693e-05,0.0001967629400314763,7.52456919872202e-05,213.84059286117554,213.84059286117554,8.188085780935477e-05,0.009048804219859924
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",42,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\30, 30\clean_metrics.json",True,True,True,True,5000,4998,9.254572161201698e-05,6.03278507333016e-05,5.656296190863941e-05,213.69333291053772,213.69333291053772,6.427863114561857e-05,0.008017395533813868
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",43,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\30, 30\clean_metrics.json",True,True,True,True,5000,4998,0.00018383910601389491,0.00015365031198598443,0.00014284595381468533,213.228431224823,213.228431224823,0.00019099717302403823,0.013820172684306018
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",44,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\30, 30\clean_metrics.json",True,True,True,True,5000,4942,6.654873351281922e-05,7.752579243970103e-05,6.12272547732573e-05,213.10841035842896,213.10841035842896,6.208048878616108e-05,0.007879117259322969
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",45,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\30, 30\clean_metrics.json",True,True,True,True,2476,2376,0.0007490251774692701,0.0006473035085946321,0.0006217057653702796,105.91168570518494,105.91168570518494,0.0008331709459152774,0.028864700689861265
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",46,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0046\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0046\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0046\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0046\30, 30\clean_metrics.json",True,True,True,True,5000,4960,7.600740987173695e-05,9.439224377274513e-05,6.144640181446448e-05,213.26725006103516,213.26725006103516,7.43020937834545e-05,0.008619866227700664
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",47,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0047\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0047\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0047\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0047\30, 30\clean_metrics.json",True,True,True,True,1399,1299,0.0009107125511703392,0.0008911925530992449,0.0008073352591600269,59.80231499671936,59.80231499671936,0.0009922303299325515,0.031499687775159796
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",48,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0048\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0048\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0048\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0048\30, 30\clean_metrics.json",True,True,True,True,5000,4997,7.359619098780159e-05,7.765677029965446e-05,5.194266239413992e-05,213.59406185150146,213.59406185150146,6.678154556459888e-05,0.00817199764834761
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",49,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0049\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0049\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0049\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0049\30, 30\clean_metrics.json",True,True,True,True,5000,4995,0.00024371844076085837,0.00021144546364666893,0.00020503485691733658,213.54882764816284,213.54882764816284,0.0002180355007723378,0.014766025219142009
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",50,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0050\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0050\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0050\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0050\30, 30\clean_metrics.json",True,True,True,True,5000,4993,0.0005694008489242859,0.0005917800939641893,0.0005326055828481913,213.32348895072937,213.32348895072937,0.0006160694291662994,0.024820745942986874
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"30, 30","30, 30",51,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0051\30, 30\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0051\30, 30\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0051\30, 30\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0051\30, 30\clean_metrics.json",True,True,True,True,5000,4992,0.00010675547660664758,0.00019560356391593815,6.868203432532027e-05,214.39769434928894,214.39769434928894,7.623161388025027e-05,0.008731071748660085
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",32,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0032\50, 50\clean_metrics.json",True,True,True,True,3851,3751,0.00010372606109336225,6.074341188650578e-05,5.9198847447987643e-05,223.15427899360657,223.15427899360657,7.172611976603793e-05,0.008469127450100035
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",33,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0033\50, 50\clean_metrics.json",True,True,True,True,4693,4593,7.458004961437028e-05,5.549319801502861e-05,4.956800054060295e-05,271.29136085510254,271.29136085510254,5.828273654586861e-05,0.007634313102425693
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",34,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0034\50, 50\clean_metrics.json",True,True,True,True,4172,4072,6.0436037957616565e-05,5.020886455895379e-05,4.532919308985584e-05,240.3476312160492,240.3476312160492,5.388253949272522e-05,0.007340472702266879
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",35,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0035\50, 50\clean_metrics.json",True,True,True,True,4958,4858,7.33457497456887e-05,6.0186739428900185e-05,5.023560341214761e-05,285.802125453949,285.802125453949,6.129087156810487e-05,0.00782884867449262
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",36,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0036\50, 50\clean_metrics.json",True,True,True,True,5000,4996,0.00014267949617028028,0.00011281525861704722,9.864932333584875e-05,288.600989818573,288.600989818573,9.8819304204311e-05,0.009940789918528155
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",37,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0037\50, 50\clean_metrics.json",True,True,True,True,5000,4993,6.189565192875712e-05,6.459793861722574e-05,4.905375939415535e-05,288.68956184387207,288.68956184387207,5.596780306940848e-05,0.007481163216332637
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",38,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0038\50, 50\clean_metrics.json",True,True,True,True,5000,4966,4.3944703987411536e-05,3.336073641548865e-05,3.2566585869062695e-05,288.850439786911,288.850439786911,3.44331229361039e-05,0.0058679743469193775
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",39,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0039\50, 50\clean_metrics.json",True,True,True,True,5000,4989,6.866225555616742e-05,4.7590886388206855e-05,4.442639386979863e-05,287.90049862861633,287.90049862861633,5.297599819925836e-05,0.007278461252164386
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",40,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0040\50, 50\clean_metrics.json",True,True,True,True,5000,4985,4.706865758635104e-05,0.00011519268970005215,3.558042168151587e-05,288.6476423740387,288.6476423740387,4.0154839613925445e-05,0.0063367846431708124
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",41,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0041\50, 50\clean_metrics.json",True,True,True,True,5000,4964,6.464369464892014e-05,8.069262126809917e-05,4.745852740597911e-05,289.4692406654358,289.4692406654358,5.5854637842237176e-05,0.007473596044892792
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",42,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0042\50, 50\clean_metrics.json",True,True,True,True,5000,4951,7.058289291712248e-05,5.9447511594044047e-05,4.891429416602478e-05,288.21057868003845,288.21057868003845,5.487412013794361e-05,0.007407706806964191
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",43,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0043\50, 50\clean_metrics.json",True,True,True,True,5000,5000,8.233916258581707e-05,5.343201453797519e-05,5.343201453797519e-05,288.05688643455505,288.05688643455505,6.148821495735331e-05,0.007841442147803765
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",44,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0044\50, 50\clean_metrics.json",True,True,True,True,5000,4981,5.016727298627504e-05,3.4982556171598845e-05,3.4963330035679975e-05,288.212308883667,288.212308883667,3.366133191881282e-05,0.005801838667078982
O2_novib,3__O2(X)__O2(b)__O(3P),"O2(X), O2(b), O(3P)",3,"50, 50","50, 50",45,6,3,"2000, 6","2000, 3","100, 6","100, 3",tanh,0.0001,16,5000,100,0.1,False,"saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\50, 50\model.pth","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\50, 50\model_info.json","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\50, 50\loss_history.csv","saved_weights\O2_novib\3__O2(X)__O2(b)__O(3P)\seed_0045\50, 50\clean_metrics.json",True,True,True,True,5000,4943,4.760645516701819e-05,4.298528030631133e-05,4.055766061355825e-05,288.6808362007141,288.6808362007141,4.386903241240544e-05,0.006623370170268716
