Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 2.37019638885258e+22 0.00000000000000e+00 0.00000000000000e+00 
1.45555657385273e-16 3.77000000000000e+02 2.37019638885256e+22 1.61300573018401e+07 2.30724568170529e+08 
2.91111314770546e-16 3.77000000000000e+02 2.37019638885255e+22 3.22601146036798e+07 4.61449136341045e+08 
4.36666972155818e-16 3.77000000000000e+02 2.37019638885254e+22 4.83901719055191e+07 6.92173704511546e+08 
1.89222354600855e-15 3.77000000000000e+02 2.37019638885241e+22 2.09690744923875e+08 2.99941938621537e+09 
3.34778011986127e-15 3.77000000000000e+02 2.37019638885227e+22 3.70991317942191e+08 5.30666506791782e+09 
4.80333669371400e-15 3.77000000000000e+02 2.37019638885214e+22 5.32291890960464e+08 7.61391074961890e+09 
1.93589024322413e-14 3.77000000000000e+02 2.37019638885083e+22 2.14529762113956e+09 3.06863675665100e+10 
3.39144681707686e-14 3.77000000000000e+02 2.37019638884951e+22 3.75830335131453e+09 5.37588243832649e+10 
4.84700339092958e-14 3.77000000000000e+02 2.37019638884820e+22 5.37130908148529e+09 7.68312811998811e+10 
1.94025691294569e-13 3.77000000000000e+02 2.37019638883505e+22 2.15013663828298e+10 3.07555849354079e+11 
3.39581348679841e-13 3.77000000000000e+02 2.37019638882190e+22 3.76314236837613e+10 5.38280417494663e+11 
4.85137006065114e-13 3.77000000000000e+02 2.37019638880875e+22 5.37614809842717e+10 7.69004985621373e+11 
1.94069357991784e-12 3.77000000000000e+02 2.37019638867726e+22 2.15062053953073e+11 3.07625066569210e+12 
3.39625015377057e-12 3.77000000000000e+02 2.37019638854577e+22 3.76362626880562e+11 5.38349634440134e+12 
4.85180672762330e-12 3.77000000000000e+02 2.37019638841427e+22 5.37663199765954e+11 7.69074202172331e+12 
1.94073724661506e-11 3.77000000000000e+02 2.37019638709935e+22 2.15066892498958e+12 3.07631986753055e+13 
3.39629382046779e-11 3.77000000000000e+02 2.37019638578443e+22 3.76367464608186e+12 5.38356551927385e+13 
4.85185039432051e-11 3.77000000000000e+02 2.37019638446950e+22 5.37668036296459e+12 7.69081115714445e+13 
1.94074161328478e-10 3.77000000000000e+02 2.37019637132027e+22 2.15067371687616e+13 3.07632663394760e+14 
3.39629818713751e-10 3.77000000000000e+02 2.37019635817104e+22 3.76367935614248e+13 5.38357201603152e+14 
4.85185476099023e-10 3.77000000000000e+02 2.37019634502181e+22 5.37668495331319e+13 7.69081725938842e+14 
