Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 2.49481452918874e+22 0.00000000000000e+00 0.00000000000000e+00 
3.34210979294041e-16 3.77000000000000e+02 2.49481452918872e+22 1.04335862561293e+08 1.69074495218414e+08 
6.68421958588081e-16 3.77000000000000e+02 2.49481452918871e+22 2.08671725122581e+08 3.38148990436802e+08 
1.00263293788212e-15 3.77000000000000e+02 2.49481452918869e+22 3.13007587683863e+08 5.07223485655165e+08 
4.34474273082253e-15 3.77000000000000e+02 2.49481452918850e+22 1.35636621329624e+09 2.19796843783657e+09 
7.68685252376293e-15 3.77000000000000e+02 2.49481452918831e+22 2.39972483890810e+09 3.88871339001544e+09 
1.10289623167033e-14 3.77000000000000e+02 2.49481452918812e+22 3.44308346451943e+09 5.57945834219173e+09 
4.44500602461074e-14 3.77000000000000e+02 2.49481452918623e+22 1.38766697205877e+10 2.24869078637323e+10 
7.78711581755115e-14 3.77000000000000e+02 2.49481452918434e+22 2.43102559766046e+10 3.93943573850196e+10 
1.11292256104916e-13 3.77000000000000e+02 2.49481452918245e+22 3.47438422325693e+10 5.63018069060491e+10 
4.45503235398956e-13 3.77000000000000e+02 2.49481452916357e+22 1.39079704787705e+11 2.25376302094101e+11 
7.79714214692997e-13 3.77000000000000e+02 2.49481452914468e+22 2.43415567337708e+11 3.94450797256841e+11 
1.11392519398704e-12 3.77000000000000e+02 2.49481452912579e+22 3.47751429882482e+11 5.63525292393790e+11 
4.45603498692744e-12 3.77000000000000e+02 2.49481452893692e+22 1.39111005487917e+12 2.25427024153903e+12 
7.79814477986785e-12 3.77000000000000e+02 2.49481452874805e+22 2.43446867936258e+12 3.94501518815305e+12 
1.11402545728083e-11 3.77000000000000e+02 2.49481452855917e+22 3.47782730332298e+12 5.63576013218792e+12 
4.45613525022123e-11 3.77000000000000e+02 2.49481452667044e+22 1.39114134978232e+13 2.25432093501122e+13 
7.79824504316164e-11 3.77000000000000e+02 2.49481452478171e+22 2.43449996409946e+13 3.94506583149142e+13 
1.11403548361020e-10 3.77000000000000e+02 2.49481452289298e+22 3.47785857318654e+13 5.63581070218013e+13 
4.45614527655061e-10 3.77000000000000e+02 2.49481450400567e+22 1.39114442130195e+14 2.25432571848238e+14 
7.79825506949102e-10 3.77000000000000e+02 2.49481448511836e+22 2.43450293395647e+14 3.94507011362447e+14 
1.11403648624314e-09 3.77000000000000e+02 2.49481446623106e+22 3.47786139431036e+14 5.63581425085183e+14 
4.45614627918355e-09 3.77000000000000e+02 2.49481427735816e+22 1.39114414874736e+15 2.25432333807289e+15 
7.79825607212396e-09 3.77000000000000e+02 2.49481408848544e+22 2.43450164477601e+15 3.94506271984204e+15 
1.11403658650644e-08 3.77000000000000e+02 2.49481389961291e+22 3.47785861779900e+15 5.63579952247460e+15 
4.45614637944684e-08 3.77000000000000e+02 2.49481201090316e+22 1.39113832444830e+16 2.25429451286927e+16 
7.79825617238725e-08 3.77000000000000e+02 2.49481012221121e+22 2.43448565426281e+16 3.94498376175370e+16 
1.11403659653277e-07 3.77000000000000e+02 2.49480823353738e+22 3.47782775407551e+16 5.63564722035582e+16 
4.45614638947317e-07 3.77000000000000e+02 2.49478934836201e+22 1.39107977378646e+17 2.25400579906857e+17 
7.79825618241358e-07 3.77000000000000e+02 2.49477046496527e+22 2.43432544589727e+17 3.94419380353552e+17 
1.11403659753540e-06 3.77000000000000e+02 2.49475158338044e+22 3.47751882348280e+17 5.63412401351530e+17 
4.45614639047580e-06 3.77000000000000e+02 2.49456286405677e+22 1.39066651541316e+18 2.25196960868916e+18 
7.79825618341621e-06 3.77000000000000e+02 2.49437432451721e+22 2.43306175229416e+18 3.93796992617726e+18 
1.11403659763566e-05 3.77000000000000e+02 2.49418596579533e+22 3.47493416786032e+18 5.62139953250395e+18 
1.44824757692970e-05 3.77000000000000e+02 2.49399778809605e+22 4.51628270649694e+18 7.30225644081880e+18 
4.79035736987011e-05 3.77000000000000e+02 2.49212588950078e+22 1.49010141199003e+19 2.39707655194070e+19 
8.13246716281052e-05 3.77000000000000e+02 2.49027183734090e+22 2.52335731021886e+19 4.03866907524043e+19 
1.14745769557509e-04 3.77000000000000e+02 2.48843541646615e+22 3.55141569780543e+19 5.65539404956755e+19 
1.48166867486913e-04 3.77000000000000e+02 2.48661640407269e+22 4.57429748258043e+19 7.24765526694376e+19 
3.55075188387283e-04 3.77000000000000e+02 2.47572968578094e+22 1.07929643091267e+20 1.65837581973520e+20 
5.61983509287653e-04 3.77000000000000e+02 2.46545285373113e+22 1.68190931603988e+20 2.50851645944194e+20 
7.68891830188022e-04 3.77000000000000e+02 2.45574020431947e+22 2.26578065171978e+20 3.28330367041592e+20 
9.75800151088392e-04 3.77000000000000e+02 2.44655011870530e+22 2.83142595419471e+20 3.99003018829977e+20 
1.18270847198876e-03 3.77000000000000e+02 2.43784473599824e+22 3.37936030735626e+20 4.63523802338708e+20 
1.70686921965099e-03 3.77000000000000e+02 2.41773251732086e+22 4.69161099900011e+20 6.03318037557645e+20 
2.23102996731321e-03 3.77000000000000e+02 2.40003458074236e+22 5.90158100202923e+20 7.15282768521819e+20 
2.75519071497544e-03 3.77000000000000e+02 2.38436783391159e+22 7.01703597142396e+20 8.05526711258215e+20 
3.27935146263766e-03 3.77000000000000e+02 2.37042227287540e+22 8.04527775532733e+20 8.78789575201380e+20 
3.80351221029988e-03 3.77000000000000e+02 2.35794541102562e+22 8.99310868010572e+20 9.38760627241375e+20 
4.32767295796211e-03 3.77000000000000e+02 2.34673054180994e+22 9.86683984711543e+20 9.88311778152896e+20 
5.22863626732607e-03 3.77000000000000e+02 2.32993241922452e+22 1.12121658471600e+21 1.05520902985251e+21 
6.12959957669002e-03 3.77000000000000e+02 2.31572950254879e+22 1.23820964487114e+21 1.10528124305675e+21 
7.03056288605398e-03 3.77000000000000e+02 2.30363857349778e+22 1.33996627343542e+21 1.14358656694824e+21 
7.93152619541794e-03 3.77000000000000e+02 2.29328209857692e+22 1.42848513139116e+21 1.17367834945387e+21 
8.83248950478190e-03 3.77000000000000e+02 2.28436656646751e+22 1.50549734386232e+21 1.19796456669974e+21 
9.73345281414585e-03 3.77000000000000e+02 2.27666802708547e+22 1.57250071265975e+21 1.21792861674567e+21 
