scheme,experiment_name,run_timestamp,hidden_size,depth,num_parameters,input_size,output_size,num_pressure_conditions,num_species_total,num_species_kept,kept_species,removed_species,activation,learning_rate,batch_size,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,test_mse,test_rmse,test_mse_unscaled,test_rmse_unscaled,training_time_s,mean_rel_error_k1,max_rel_error_k1,mean_rel_error_k2,max_rel_error_k2,mean_rel_error_k3,max_rel_error_k3
O2_novib,9__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd)_O-(gnd),2026-04-09_16-12-01,"30, 30",2,1593,18,3,2,11,9,"O2(X), O2(a), O2(b), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd)","O3(X), O3(exc)",tanh,0.0001,16,3723,3623,6.029015338653052e-06,1.5449742168129888e-05,3.1951260370988166e-06,3.17273884320457e-06,0.001781218359214998,1.401298464324817e-45,3.743392130574644e-23,286.03457379341125,0.0037877100985497236,0.01799248531460762,0.00184891268145293,0.006220238283276558,0.0013516651233658195,0.006242585368454456
O2_novib,9__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd)_O-(gnd),2026-04-09_16-12-01,"50, 50",2,3653,18,3,2,11,9,"O2(X), O2(a), O2(b), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd)","O3(X), O3(exc)",tanh,0.0001,16,3229,3129,9.575922566808811e-06,7.198836538009346e-06,3.5982256940769732e-06,3.550456085577025e-06,0.0018842653967997781,1.401298464324817e-45,3.743392130574644e-23,289.84549260139465,0.00433329725638032,0.022532042115926743,0.0017306181835010648,0.007257003802806139,0.000949932262301445,0.003796497592702508
O2_novib,9__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd)_O-(gnd),2026-04-09_16-12-01,"30, 30, 30",3,2523,18,3,2,11,9,"O2(X), O2(a), O2(b), O2(Hz), O2+(X), O(3P), O(1D), O+(gnd), O-(gnd)","O3(X), O3(exc)",tanh,0.0001,16,1835,1735,3.448598985818939e-06,2.371240479988046e-06,2.1161865652175037e-06,2.0021561795147136e-06,0.0014149756815983495,2.802596928649634e-45,5.293955920339377e-23,146.99970626831055,0.002670429879799485,0.014965249225497246,0.0015572356060147285,0.009343528188765049,0.0014859620714560151,0.006161433178931475
