Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 2.45541354035475e+23 0.00000000000000e+00 0.00000000000000e+00 
8.19747255284392e-17 3.77000000000000e+02 2.45541354035474e+23 1.85364482249987e+08 6.28850394877857e+08 
1.63949451056878e-16 3.77000000000000e+02 2.45541354035474e+23 3.70728964499973e+08 1.25770078975571e+09 
2.45924176585318e-16 3.77000000000000e+02 2.45541354035473e+23 5.56093446749956e+08 1.88655118463356e+09 
1.06567143186971e-15 3.77000000000000e+02 2.45541354035468e+23 2.40973826924960e+09 8.17505513341174e+09 
1.88541868715410e-15 3.77000000000000e+02 2.45541354035463e+23 4.26338309174904e+09 1.44635590821896e+10 
2.70516594243849e-15 3.77000000000000e+02 2.45541354035458e+23 6.11702791424825e+09 2.07520630309670e+10 
1.09026384952824e-14 3.77000000000000e+02 2.45541354035408e+23 2.46534761392218e+10 8.36371025187091e+10 
1.91001110481263e-14 3.77000000000000e+02 2.45541354035358e+23 4.31899243641742e+10 1.46522142006414e+11 
2.72975836009702e-14 3.77000000000000e+02 2.45541354035309e+23 6.17263725891050e+10 2.09407181494082e+11 
1.09272309129409e-13 3.77000000000000e+02 2.45541354034809e+23 2.47090854836552e+11 8.38257576367533e+11 
1.91247034657849e-13 3.77000000000000e+02 2.45541354034309e+23 4.32455337081882e+11 1.46710797123731e+12 
2.73221760186288e-13 3.77000000000000e+02 2.45541354033809e+23 6.17819819325054e+11 2.09595836610334e+12 
1.09296901547068e-12 3.77000000000000e+02 2.45541354028811e+23 2.47146464157068e+12 8.38446231444086e+12 
1.91271627075507e-12 3.77000000000000e+02 2.45541354023813e+23 4.32510946360453e+12 1.46729662624110e+13 
2.73246352603946e-12 3.77000000000000e+02 2.45541354018815e+23 6.17875428542260e+12 2.09614702100068e+13 
1.09299360788834e-11 3.77000000000000e+02 2.45541353968836e+23 2.47152024849941e+13 8.38465096536831e+13 
1.91274086317273e-11 3.77000000000000e+02 2.45541353918858e+23 4.32516506633881e+13 1.46731549060622e+14 
2.73248811845712e-11 3.77000000000000e+02 2.45541353868879e+23 6.17880988202037e+13 2.09616588430128e+14 
1.09299606713010e-10 3.77000000000000e+02 2.45541353369089e+23 2.47152578527444e+14 8.38466978896993e+14 
1.91274332241450e-10 3.77000000000000e+02 2.45541352869299e+23 4.32517056116934e+14 1.46731736569012e+15 
2.73249057769889e-10 3.77000000000000e+02 2.45541352369510e+23 6.17881531548574e+14 2.09616774873996e+15 
1.09299631305428e-09 3.77000000000000e+02 2.45541347371613e+23 2.47152609977274e+15 8.38467125641828e+15 
1.91274356833867e-09 3.77000000000000e+02 2.45541342373717e+23 4.32517045622013e+15 1.46731743967218e+16 
2.73249082362307e-09 3.77000000000000e+02 2.45541337375822e+23 6.17881459687995e+15 2.09616771626939e+16 
1.09299633764670e-08 3.77000000000000e+02 2.45541287396901e+23 2.47152373935378e+16 8.38466725398851e+16 
1.91274359293109e-08 3.77000000000000e+02 2.45541237418020e+23 4.32516390108142e+16 1.46731631178352e+17 
2.73249084821548e-08 3.77000000000000e+02 2.45541187439180e+23 6.17880190466321e+16 2.09616552381701e+17 
1.09299634010594e-07 3.77000000000000e+02 2.45540687654249e+23 2.47149957694740e+17 8.38462535635232e+17 
1.91274359539033e-07 3.77000000000000e+02 2.45540187873276e+23 4.32509776703183e+17 1.46730484377607e+18 
2.73249085067472e-07 3.77000000000000e+02 2.45539688096337e+23 6.17867434863818e+17 2.09614340642240e+18 
1.09299634035186e-06 3.77000000000000e+02 2.45534690675531e+23 2.47125712962760e+18 8.38420562798983e+18 
1.91274359563626e-06 3.77000000000000e+02 2.45529693652766e+23 4.32443315941427e+18 1.46718990982667e+19 
2.73249085092065e-06 3.77000000000000e+02 2.45524697037052e+23 6.17739040413360e+18 2.09592160370082e+19 
1.09299634037646e-05 3.77000000000000e+02 2.45474753109124e+23 2.46949129201308e+19 8.38120268626135e+19 
1.91274359566085e-05 3.77000000000000e+02 2.45424851344493e+23 4.31894405687455e+19 1.46626500826833e+20 
2.73249085094524e-05 3.77000000000000e+02 2.45374993489262e+23 6.16597521273407e+19 2.09401588171430e+20 
3.55223810622963e-05 3.77000000000000e+02 2.45325181173199e+23 8.01046766541032e+19 2.72136371243865e+20 
1.01452023899476e-04 3.77000000000000e+02 2.44926391400341e+23 2.27397410604821e+20 7.75130449058011e+20 
