epoch,train_loss,val_loss,train_loss_smooth,val_loss_smooth
1,0.20290818724367354,0.08048360466957093,0.12317195547454889,0.05930692968964578
2,0.05390847416387664,0.048981741070747375,0.11595661231478056,0.05697728067636491
3,0.04648539495137003,0.047105119973421095,0.10868372851875094,0.05459066852629185
4,0.04434289230240716,0.04453314259648323,0.10136107752654287,0.05215983691215516
5,0.042100266218185425,0.04215231224894524,0.09400158179766602,0.04969147510230542
6,0.03980040444268121,0.04010098949074745,0.08661056968106162,0.047191052353382126
7,0.03755985441307227,0.03746852353215217,0.07919693996608257,0.044670185875892644
8,0.03521167972021633,0.03527956962585449,0.0717697702113125,0.04213600988686086
9,0.03282429200079706,0.03266648203134537,0.06432751181357438,0.03960276608914137
10,0.03054271310567856,0.030167433992028238,0.056879769138164,0.037049646757543096
11,0.028277643364336757,0.02805825762450695,0.04942773377597332,0.034488430963456634
12,0.026168981575303608,0.02589565880596638,0.04196786473790805,0.03192555930614472
13,0.024269856438040735,0.023977150544524192,0.03450546342134476,0.029356779049336913
14,0.022524608249465623,0.02224237933754921,0.027039774633116194,0.026783196419477465
15,0.02108609234293302,0.020818300917744635,0.025530309095482033,0.025467019407451157
16,0.019841912438472113,0.019712814316153526,0.024314268549283344,0.02422164831310511
17,0.018920794021752146,0.018774559423327446,0.023182001721196704,0.023074484004080298
18,0.018132884328564008,0.01797303594648838,0.022140678267346486,0.022018926517665387
19,0.017567444369196893,0.017461942732334135,0.02118506794008944,0.021045068585872653
20,0.01722894337442186,0.017129204943776132,0.020317226047813892,0.02018486837297678
21,0.016851727300220064,0.017152509726583956,0.019541425459749167,0.019394592517614363
22,0.01671462035841412,0.016655621379613877,0.01885681665821208,0.018705273984372616
23,0.016607303188906776,0.016453209817409515,0.01826111950178941,0.018113458213210105
24,0.016411461292041674,0.016411813236773015,0.017751117235256568,0.01760762491077185
25,0.016348154329591327,0.01626409824937582,0.017322573812637066,0.017184836731851102
26,0.016265967537959416,0.016144038923084737,0.01696306540353431,0.016837409187853338
27,0.01617183572302262,0.016077315770089626,0.016673520305421616,0.016546372988820078
28,0.01608438129640288,0.015970842614769935,0.016436072327693303,0.016319381780922414
29,0.01603622160024113,0.01585403487086296,0.01624302649680111,0.016122161015868185
30,0.016067179871930015,0.015763375088572503,0.016085674051112598,0.015965630918741223
31,0.015910146261254945,0.01575454119592905,0.01595568153543605,0.015838610382378097
32,0.015863807106183635,0.01596351820975542,0.01584220600244072,0.015722995278239248
33,0.015816665018598238,0.01552267324179411,0.015736019326415326,0.015610070003569123
34,0.015709071962369814,0.015433518700301647,0.015640622379382452,0.015492521671950815
35,0.015650284195111858,0.01537203971296549,0.015542832164797519,0.015389432868361471
36,0.015527586701015632,0.015412425063550473,0.015446928082240954,0.015288097257912161
37,0.015455396009816064,0.015325954332947731,0.015350802819430829,0.015181634244322778
38,0.01528214621047179,0.015291461944580078,0.015254440348347028,0.01507453642487526
39,0.015285980796648396,0.014966474361717701,0.015153358774383863,0.014978183576464651
40,0.015149892899725173,0.015143520720303059,0.015047771337793933,0.014865898618102072
41,0.015015766666167312,0.014782295189797878,0.014937939472910432,0.014750628815591334
42,0.014986982879539331,0.014861306995153428,0.014822123993353713,0.01463284923583269
43,0.014883071436650222,0.014797522537410259,0.014701358386460278,0.014516110944747924
44,0.014730556044313642,0.014571565128862858,0.014576490193688207,0.014393499247729776
45,0.014574276473787095,0.01430607307702303,0.014448080968939597,0.01424770867973566
46,0.01446680362439818,0.014213801436126232,0.014315072200778458,0.014112268456816672
47,0.014269864993790786,0.014078401289880275,0.014177219664802154,0.01397107476890087
48,0.014209701124992636,0.013919819556176662,0.014033674089031088,0.013824384355545045
49,0.014008329721788565,0.01375023789703846,0.013879881451444493,0.013669426926970483
50,0.013939092552496327,0.013586652763187886,0.013722981918272044,0.013535251240432264
51,0.013738928188880284,0.013735217712819577,0.013564078906261257,0.013365689361095431
52,0.013532149808274375,0.013270191811025144,0.01339481634688046,0.013198243646323682
53,0.01333858467431532,0.013089097552001477,0.013224415898819763,0.013014161781966686
54,0.013140834611323145,0.012909545376896859,0.013047933781809276,0.012835195872187614
55,0.01304803969959418,0.012844917811453343,0.01286050275514523,0.012647342891991136
56,0.012788441441953182,0.012689248770475387,0.012670360924593274,0.012446942153573032
57,0.012653576487468348,0.012318754009902478,0.012470929950599867,0.012244490109384056
58,0.01249144581456979,0.012136667668819427,0.01226610531248152,0.012040219570696349
59,0.012262758562962214,0.011903676502406597,0.012055993194919491,0.011837645828723903
60,0.012061644800835186,0.011704779379069805,0.011846232662308546,0.011623675179481503
61,0.01168277076135079,0.01153848934918642,0.011628902964666484,0.011406265841424462
62,0.011532907680504852,0.011971562169492245,0.011401849082815978,0.011178768371045589
63,0.011309570910202132,0.011052414961159229,0.011168771588181454,0.0109468611061573
64,0.01105441681212849,0.010780331492424012,0.01093573339767754,0.010705568999052046
65,0.010889881698207723,0.010541474111378193,0.010694203304540779,0.01046404136568308
66,0.010603713740905126,0.010308147445321082,0.010446566997675433,0.010223779700696468
67,0.010301207212938203,0.010164982490241527,0.010200677846910224,0.009998571203649045
68,0.010129525672851337,0.009787504076957703,0.009943502199773987,0.009753554520756007
69,0.009744781694478458,0.00951026402413845,0.009686701484231484,0.009499972271174193
70,0.009453660520828433,0.00919930960983038,0.009425275033339856,0.009240061016380788
71,0.00921400068534745,0.00914945788681507,0.00915594275953869,0.008988382706791163
72,0.00902585167851713,0.008729135058820248,0.008884259882569311,0.008723361480981113
73,0.008776458683941099,0.008484586104750634,0.008617106780575381,0.008457420810312033
74,0.008331982675525876,0.008062801137566567,0.008348915202915669,0.008187168567627669
75,0.008112155186633269,0.007788971140980721,0.008076451633125545,0.007889862235635519
76,0.007912973426282405,0.007702915035188198,0.007802826039700044,0.00761968099027872
77,0.007493897479855352,0.0072320009768009185,0.007530618964549568,0.0073508015148341654
78,0.0071476770026816265,0.0070825559273362156,0.007255607664957642,0.007092845555394888
79,0.006993605842192968,0.0072793329507112505,0.006983126590483719,0.006825390625
80,0.006618648521188233,0.006719500739127398,0.006714736179179616,0.006555561848729849
81,0.006368423553390635,0.006349692530930043,0.00644473703528444,0.006292578162252904
82,0.006117915215177669,0.005820972640067339,0.006180427368688916,0.006040042566880585
83,0.005758138969540596,0.005844709929078817,0.005924894651770592,0.00579337811842561
84,0.005470686638727784,0.005278145857155323,0.00567046100203362,0.005536071782186629
