experiment_folder,run_timestamp,hidden_size_label,num_species_kept,test_mse,baseline_num_species,baseline_test_mse,mse_ratio_vs_baseline,relative_deterioration_test_mse_pct,absolute_relative_deterioration_test_mse_pct,mean_rel_error_avg,mean_rel_error_k1,mean_rel_error_k2,mean_rel_error_k3,max_rel_error_k1,max_rel_error_k2,max_rel_error_k3,training_time_s
3__O2(X)_O2(a)_O2(b),2026-04-10_20-31-52,"30, 30, 30",3,1.922021738209878e-06,11,1.274712758458918e-06,1.507807720174962,50.7807720174962,50.7807720174962,0.0017603736099165333,0.0028065177612006,0.0008546774624846,0.0016199256060644,0.0173247195780277,0.0045011714100837,0.005056754220277,144.6095609664917
4__O2(X)_O2(a)_O2(b)_O2(Hz),2026-04-10_20-18-21,"30, 30, 30",4,2.4899591153371148e-06,11,1.274712758458918e-06,1.9533491751878174,95.33491751878174,95.33491751878174,0.002050616118746433,0.0032928886357694,0.0012232161825522,0.0016357435379177,0.0150957005098462,0.0059419530443847,0.0070543121546506,171.2334406375885
5__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X),2026-04-10_14-00-05,"30, 30, 30",5,8.978965411188256e-07,11,1.274712758458918e-06,0.7043912718064815,-29.560872819351843,29.560872819351843,0.0012950719101353667,0.0014993032673373,0.0010601932881399,0.0013257191749289,0.0077204634435474,0.0063234264962375,0.005634072702378,209.10349464416504
6__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P),2026-04-10_12-19-38,"30, 30, 30",6,2.3699878965999237e-06,11,1.274712758458918e-06,1.859232898449337,85.9232898449337,85.9232898449337,0.0017484388469407664,0.0029635119717568,0.0010256292298436,0.0012561753392219,0.0138704860582947,0.0040554571896791,0.0041128736920654,164.98963284492493
7__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D),2026-04-09_15-54-29,"30, 30, 30",7,1.2184304978291038e-06,11,1.274712758458918e-06,0.9558471033914673,-4.4152896608532695,4.4152896608532695,0.0015824294338623336,0.0019728064071387,0.0014772607246413,0.001297221169807,0.0089633055031299,0.0098815336823463,0.0066231954842805,195.71349930763245
8__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd),2026-04-10_12-00-54,"30, 30, 30",8,9.623742016628969e-07,11,1.274712758458918e-06,0.7549733814748766,-24.502661852512343,24.502661852512343,0.0010821323958225,0.0017801985377445,0.0009751126635819,0.0004910859861411,0.0070223482325673,0.0034571478608995,0.0014874438056722,335.6293406486511
9__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd)_O-(gnd),2026-04-09_16-12-01,"30, 30, 30",9,2.0021561795147136e-06,11,1.274712758458918e-06,1.5706724250059665,57.067242500596656,57.067242500596656,0.0019045425190900335,0.0026704298797994,0.0015572356060147,0.001485962071456,0.0149652492254972,0.009343528188765,0.0061614331789314,146.99970626831055
10__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd)_O-(gnd)_O3(X),2026-04-10_11-50-30,"30, 30, 30",10,2.787601943055052e-06,11,1.274712758458918e-06,2.186847134428279,118.68471344282791,118.68471344282791,0.002317292266525267,0.0028037619777023,0.0016627047443762,0.0024854100774973,0.0119103919714689,0.0060958354733884,0.0090008033439517,175.07206344604492
11__O2(X)_O2(a)_O2(b)_O2(Hz)_O2+(X)_O(3P)_O(1D)_O+(gnd)_O-(gnd)_O3(X)_O3(exc),2026-04-09_15-18-35,"30, 30, 30",11,1.274712758458918e-06,11,1.274712758458918e-06,1.0,0.0,0.0,0.0014409032301045666,0.0023799838963896,0.001191216870211,0.0007515089237131,0.0128582390025258,0.0066519933752715,0.0023114536888897,167.92518758773804
