scheme,experiment_name,seed,split_seed,shuffle_seed,weight_seed,hidden_size,depth,num_parameters,input_size,output_size,num_pressure_conditions,num_species_total,num_species_kept,kept_species,removed_species,activation,learning_rate,batch_size,epochs_ran,best_epoch,final_train_loss,final_val_loss,best_val_loss,training_time_s,cached_training_time_s,reused_saved_weights,saved_weights_path,test_mse,test_rmse,test_mse_unscaled,test_rmse_unscaled,mean_rel_error_k1,max_rel_error_k1,mean_rel_error_k2,max_rel_error_k2,mean_rel_error_k3,max_rel_error_k3,display_species_for_folder,folder_species_slots
O2_novib,3__O2(b)_O(1D)_O3(exc),32,32,32,32,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2165,2065,1.0675822539067465e-05,1.6787822314654477e-05,9.58875101787271e-06,94.51955437660217,94.51955437660217,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0032\30, 30\model.pth",9.093236258195248e-06,0.003015499338118854,2.802596928649634e-45,5.293955920339377e-23,0.007759348955005407,0.04358314350247383,0.001702676760032773,0.012833638116717339,0.001567036029882729,0.005867937114089727,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),32,32,32,32,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1947,1847,9.871364586110253e-06,7.729910321359056e-06,7.408807614410762e-06,151.837660074234,151.837660074234,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0032\50, 50\model.pth",7.41351823307923e-06,0.002722777668683073,1.401298464324817e-45,3.743392130574644e-23,0.007152854930609465,0.04128601774573326,0.0014763125218451023,0.008792975917458534,0.0014520012773573399,0.006125341635197401,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),32,32,32,32,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1878,1778,9.695233923897225e-06,6.99523408911773e-06,6.616176033276134e-06,96.7668936252594,96.7668936252594,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0032\30, 30, 30\model.pth",6.410680271073943e-06,0.002531932122130043,2.802596928649634e-45,5.293955920339377e-23,0.00605841213837266,0.03307760879397392,0.0016653458587825298,0.009872708469629288,0.0017745686927810311,0.00636907946318388,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),33,33,33,33,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2306,2206,8.504219133303397e-06,1.1018147433787818e-05,6.78226288073347e-06,101.0751211643219,101.0751211643219,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0033\30, 30\model.pth",6.59677607472986e-06,0.002568418983485728,2.802596928649634e-45,5.293955920339377e-23,0.00610703881829977,0.03456223011016846,0.002218564972281456,0.0182057935744524,0.0018948018550872803,0.008639581501483917,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),33,33,33,33,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1944,1844,9.1114575843676e-06,6.88412158524443e-06,6.703618128085509e-06,143.85694932937622,143.85694932937622,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0033\50, 50\model.pth",6.794767614337616e-06,0.0026066775048589376,1.401298464324817e-45,3.743392130574644e-23,0.006557343062013388,0.03683238476514816,0.0017798373010009527,0.009743188507854939,0.001524128019809723,0.008100573904812336,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),33,33,33,33,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,3196,3096,5.811419826689719e-06,9.971077997761312e-06,4.183802675470361e-06,162.9617314338684,162.9617314338684,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0033\30, 30, 30\model.pth",3.888994342560181e-06,0.0019720533315709748,1.401298464324817e-45,3.743392130574644e-23,0.004585167858749628,0.02283460460603237,0.001477483194321394,0.009571382775902748,0.0013726833276450634,0.00530023081228137,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),34,34,34,34,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2158,2058,8.453655785463829e-06,2.146822662325576e-05,7.358807361015351e-06,95.04874086380005,95.04874086380005,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0034\30, 30\model.pth",6.5475001065351535e-06,0.002558808337202135,2.802596928649634e-45,5.293955920339377e-23,0.006492544896900654,0.03664770349860191,0.001874478766694665,0.014053110964596272,0.0015255584148690104,0.007006299216300249,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),34,34,34,34,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2056,1956,9.597583763631216e-06,8.928681090765167e-06,7.465088365279371e-06,150.52327919006348,150.52327919006348,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0034\50, 50\model.pth",7.25183372196625e-06,0.0026929228956593335,1.401298464324817e-45,3.743392130574644e-23,0.006719696335494518,0.03452508896589279,0.0020471184980124235,0.016080543398857117,0.000936478900257498,0.00334943481720984,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),34,34,34,34,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2718,2618,5.2858016250765e-06,1.419263608113397e-05,3.0994395865491244e-06,139.61452174186707,139.61452174186707,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0034\30, 30, 30\model.pth",2.6707778033596696e-06,0.0016342514504688896,1.401298464324817e-45,3.743392130574644e-23,0.0035865381360054016,0.014094322919845581,0.0013054501032456756,0.009093022905290127,0.0012689344584941864,0.005780471488833427,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),35,35,35,35,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2700,2600,7.023476915087991e-06,9.875746200123103e-06,4.840236870222725e-06,118.39503812789917,118.39503812789917,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0035\30, 30\model.pth",5.089563728688518e-06,0.0022560061455342974,1.401298464324817e-45,3.743392130574644e-23,0.005402160342782736,0.031076455488801003,0.0023339460603892803,0.018241167068481445,0.000949768116697669,0.00353683321736753,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),35,35,35,35,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1673,1573,9.416370562070774e-06,1.472982363338815e-05,6.089355483709369e-06,123.74974846839905,123.74974846839905,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0035\50, 50\model.pth",6.919691713846987e-06,0.0026305306905350843,1.401298464324817e-45,3.743392130574644e-23,0.006745349615812302,0.038054291158914566,0.0018711825832724571,0.012198896147310734,0.0010305073810741305,0.0034874924458563328,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),35,35,35,35,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,851,751,1.4144069268190327e-05,9.518255683360622e-06,7.42574982723454e-06,43.99424457550049,43.99424457550049,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0035\30, 30, 30\model.pth",8.017464097065385e-06,0.0028315126870747703,4.203895392974451e-45,6.483745362808791e-23,0.006802964024245739,0.039135467261075974,0.002085669431835413,0.012196790426969528,0.0019118731142953038,0.00768537912517786,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),36,36,36,36,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1986,1886,1.0094398862242492e-05,9.117504523601383e-06,8.181442517525283e-06,87.03653597831726,87.03653597831726,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0036\30, 30\model.pth",7.152361376938643e-06,0.0026743899074253633,4.203895392974451e-45,6.483745362808791e-23,0.006343428045511246,0.03962428867816925,0.0019465002696961164,0.015266982838511467,0.002105215098708868,0.009923501871526241,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),36,36,36,36,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1958,1858,9.73519585790604e-06,1.19155484935618e-05,7.453000544046517e-06,142.26120471954346,142.26120471954346,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0036\50, 50\model.pth",6.872660378576256e-06,0.002621575934161789,1.401298464324817e-45,3.743392130574644e-23,0.0064192903228104115,0.03443668410181999,0.0021223414223641157,0.01373082585632801,0.0013462514616549015,0.00527556799352169,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),36,36,36,36,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,3404,3304,5.377137238408775e-06,5.4533403454115615e-06,4.104185600226629e-06,174.22748470306396,174.22748470306396,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0036\30, 30, 30\model.pth",3.056204832319054e-06,0.0017482004554166704,1.401298464324817e-45,3.743392130574644e-23,0.003912855871021748,0.015165956690907478,0.0017327808309346437,0.01086460705846548,0.001083250972442329,0.0039090062491595745,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),37,37,37,37,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1380,1280,1.034427351745156e-05,8.219528954214184e-06,7.73779191149515e-06,60.60603952407837,60.60603952407837,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0037\30, 30\model.pth",8.582651389588136e-06,0.0029296162529567136,5.605193857299268e-45,7.486784261149288e-23,0.0066995685920119286,0.043433502316474915,0.003018117742612958,0.013197754509747028,0.002533478196710348,0.01040173415094614,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),37,37,37,37,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1334,1234,8.255574108867828e-06,6.439542248699581e-06,5.574663373408839e-06,97.372474193573,97.372474193573,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0037\50, 50\model.pth",5.952391802566126e-06,0.002439752405996585,1.401298464324817e-45,3.743392130574644e-23,0.005951442290097475,0.03750193491578102,0.0024094106629490852,0.017070278525352478,0.0013429797254502773,0.005165238864719868,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),37,37,37,37,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,4221,4121,3.6028892691319925e-06,2.3901921485958156e-06,1.9670542860694696e-06,217.0810718536377,217.0810718536377,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0037\30, 30, 30\model.pth",1.4185530972099514e-06,0.0011910302671258827,1.401298464324817e-45,3.743392130574644e-23,0.0025961878709495068,0.012727978639304638,0.0010284811723977327,0.0060025714337825775,0.0009441011352464557,0.004809584002941847,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),38,38,38,38,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,4957,4857,4.144564218222513e-06,4.574476215566392e-06,3.2401615135313475e-06,216.4497995376587,216.4497995376587,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0038\30, 30\model.pth",2.68864027930249e-06,0.0016397073761200472,1.401298464324817e-45,3.743392130574644e-23,0.003528667613863945,0.017583215609192848,0.0014818022027611732,0.007457058876752853,0.0010864025680348277,0.005353240761905909,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),38,38,38,38,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1978,1878,7.704704809536149e-06,8.985619388113264e-06,5.038079943915364e-06,145.07533740997314,145.07533740997314,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0038\50, 50\model.pth",4.933050604449818e-06,0.002221047186452782,1.401298464324817e-45,3.743392130574644e-23,0.005364873446524143,0.029016384854912758,0.001536385272629559,0.008910325355827808,0.0013306410983204842,0.004423751961439848,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),38,38,38,38,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2982,2882,5.791398296726887e-06,3.7102332134963945e-06,3.144024294670089e-06,152.48798990249634,152.48798990249634,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0038\30, 30, 30\model.pth",2.677116526683676e-06,0.0016361896365286257,1.401298464324817e-45,3.743392130574644e-23,0.0036004516296088696,0.017014503479003906,0.0015378576936200261,0.009999474510550499,0.001126786577515304,0.004783330485224724,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),39,39,39,39,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2627,2527,7.675723184850842e-06,1.130224463850027e-05,4.506625082285609e-06,115.53903937339783,115.53903937339783,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0039\30, 30\model.pth",4.8300116759492084e-06,0.002197728753952409,1.401298464324817e-45,3.743392130574644e-23,0.005604846403002739,0.03284759446978569,0.0013292129151523113,0.010454376228153706,0.001264692284166813,0.004984606988728046,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),39,39,39,39,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1474,1374,8.081968333297279e-06,5.672857532772469e-06,5.372575942601543e-06,106.38123106956482,106.38123106956482,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0039\50, 50\model.pth",6.1479936448449735e-06,0.0024795148002875428,2.802596928649634e-45,5.293955920339377e-23,0.006264727562665939,0.03610837087035179,0.0012188974069431424,0.010790977627038956,0.001499223755672574,0.007323889993131161,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),39,39,39,39,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2298,2198,9.340368303835728e-06,6.73214606649708e-06,4.430218232300831e-06,118.15995454788208,118.15995454788208,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0039\30, 30, 30\model.pth",4.644374712370336e-06,0.0021550811382336247,1.401298464324817e-45,3.743392130574644e-23,0.005204752553254366,0.02813536673784256,0.001391969039104879,0.009404259733855724,0.0013105368707329035,0.004805002827197313,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),40,40,40,40,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1315,1215,1.0347342503236077e-05,1.5734929183963688e-05,7.378570098808268e-06,57.826087474823,57.826087474823,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0040\30, 30\model.pth",7.093098247423768e-06,0.002663287113216254,4.203895392974451e-45,6.483745362808791e-23,0.006727017927914858,0.039562564343214035,0.0017839488573372364,0.018209459260106087,0.001769646885804832,0.007087544538080692,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),40,40,40,40,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2012,1912,8.246318142886998e-06,6.929549563210458e-06,5.5940412221389125e-06,148.14132618904114,148.14132618904114,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0040\50, 50\model.pth",5.250384219834814e-06,0.0022913716895856975,1.401298464324817e-45,3.743392130574644e-23,0.005909594241529703,0.03374830633401871,0.0012297184439375997,0.00864650309085846,0.0009786764858290553,0.004140057135373354,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),40,40,40,40,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2878,2778,4.440558164383724e-06,9.522013824607711e-06,3.2759322220954344e-06,148.44892930984497,148.44892930984497,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0040\30, 30, 30\model.pth",2.509850446585915e-06,0.0015842507524334382,1.401298464324817e-45,3.743392130574644e-23,0.003498876467347145,0.018453402444720268,0.0013724653981626034,0.009283293969929218,0.0013798847794532776,0.005460859276354313,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),41,41,41,41,"30, 30",2,1233,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,2231,2131,1.0268876713881682e-05,9.240927611244842e-06,6.940335124454577e-06,98.38535833358765,98.38535833358765,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0041\30, 30\model.pth",6.739492619090015e-06,0.002596053277398215,1.401298464324817e-45,3.743392130574644e-23,0.006657713558524847,0.031057365238666534,0.0015427607577294111,0.011190978810191154,0.0013042998034507036,0.006382612977176905,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),41,41,41,41,"50, 50",2,3053,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1926,1826,8.755122166298355e-06,9.247426532965619e-06,7.86055245953321e-06,140.00243186950684,140.00243186950684,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0041\50, 50\model.pth",6.956517154321773e-06,0.0026375210244321792,2.802596928649634e-45,5.293955920339377e-23,0.006437438540160656,0.036886442452669144,0.0017343878280371428,0.015442099422216415,0.0018141844775527716,0.009548937901854515,"O2(b), O(1D), O3(exc)",3
O2_novib,3__O2(b)_O(1D)_O3(exc),41,41,41,41,"30, 30, 30",3,2163,6,3,2,11,3,"O2(b), O(1D), O3(exc)","O2(X), O2(a), O2(Hz), O2+(X), O(3P), O+(gnd), O-(gnd), O3(X)",tanh,0.0001,16,1944,1844,7.855895999253133e-06,1.8500363585189915e-05,5.777454161943752e-06,100.34128212928772,100.34128212928772,False,"saved_weights\O2_novib\3__O2(b)__O(1D)__O3(exc)\seed_0041\30, 30, 30\model.pth",5.027543465985218e-06,0.002242218425128386,4.203895392974451e-45,6.483745362808791e-23,0.00512182479724288,0.0286080501973629,0.001460726954974234,0.011968536302447319,0.0019049289403483272,0.00610006507486105,"O2(b), O(1D), O3(exc)",3
