scheme,experiment_name,num_species_kept,hidden_size,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,test_rmse_mean,test_rmse_std,test_rmse_min,test_rmse_max,test_mse_unscaled_mean,test_mse_unscaled_std,test_mse_unscaled_min,test_mse_unscaled_max,test_rmse_unscaled_mean,test_rmse_unscaled_std,test_rmse_unscaled_min,test_rmse_unscaled_max,training_time_s_mean,training_time_s_std,training_time_s_min,training_time_s_max,epochs_ran_mean,epochs_ran_std,epochs_ran_min,epochs_ran_max,best_val_loss_mean,best_val_loss_std,best_val_loss_min,best_val_loss_max,mean_rel_error_k1_mean,mean_rel_error_k1_std,mean_rel_error_k1_min,mean_rel_error_k1_max,max_rel_error_k1_mean,max_rel_error_k1_std,max_rel_error_k1_min,max_rel_error_k1_max,mean_rel_error_k2_mean,mean_rel_error_k2_std,mean_rel_error_k2_min,mean_rel_error_k2_max,max_rel_error_k2_mean,max_rel_error_k2_std,max_rel_error_k2_min,max_rel_error_k2_max,mean_rel_error_k3_mean,mean_rel_error_k3_std,mean_rel_error_k3_min,mean_rel_error_k3_max,max_rel_error_k3_mean,max_rel_error_k3_std,max_rel_error_k3_min,max_rel_error_k3_max
O2_novib,3__O2(X)_O2(a)_O(1D),3,"30, 30",0.00018265824546688237,1.6434332188796726e-05,0.00015188353427220136,0.00022244207502808422,0.013502356086775672,0.0006022987305616283,0.012324103791846341,0.01491449211431902,4.9353731913520056e-43,4.2904261971856636e-44,4.2319213622609476e-43,5.89946653480748e-43,7.019012316696971e-22,3.0296432233287194e-23,6.505321946115309e-22,7.680798483756412e-22,174.21653913259507,51.776229216131725,113.03310346603394,309.41088128089905,3319.05,614.027641671645,2574,4676,0.00016780970781837823,5.177955252962323e-05,0.00010269793900079094,0.00028594780014827846,0.01744360229931772,0.0020919861027654395,0.012710260227322578,0.0209304578602314,0.2197088733315468,0.020299848590538332,0.1881755292415619,0.2629246711730957,0.006993250548839569,0.0005733442376086658,0.00595877505838871,0.008085498586297035,0.04491636976599693,0.004797970159763227,0.03683829680085182,0.05951996520161629,0.021263183932751416,0.0016029954357631335,0.01911202259361744,0.024585682898759842,0.09362205378711223,0.008896266860079305,0.0732249990105629,0.11162207275629044
O2_novib,3__O2(X)_O2(a)_O(1D),3,"30, 30, 30",0.0001722774664813187,1.4773744700566506e-05,0.0001480502396589145,0.00020082801347598433,0.013113984586819945,0.0005627701577839406,0.012167589722657256,0.014171380083675137,4.725178421703283e-43,3.763814580911205e-44,4.105804500471714e-43,5.605193857299268e-43,6.868833845678601e-22,2.731990165139139e-23,6.407655187720165e-22,7.486784261149288e-22,149.3606428384781,56.611268207550424,99.8903341293335,295.39065527915955,2407.3,510.6598517707519,1839,3878,0.0001391373040351027,4.2238628874531346e-05,8.971647395810577e-05,0.0002373896009521559,0.014885156508535146,0.002015326600575109,0.012502538040280342,0.01873955689370632,0.215540824085474,0.02132331751953969,0.1708398014307022,0.25437691807746887,0.00567134857410565,0.0014941270351942874,0.0021248520351946354,0.008223853074014187,0.03704008068889379,0.007512056712171128,0.022979754954576492,0.052272431552410126,0.020059794187545776,0.0014125322461739666,0.017901800572872162,0.02305041253566742,0.09334393329918385,0.008806965887957988,0.07632409036159515,0.11314285546541214
O2_novib,3__O2(X)_O2(a)_O(1D),3,"50, 50",0.0001791139817214571,1.04605311262309e-05,0.00015757673827465624,0.0001988180010812357,0.01337785990325768,0.00039316011237890705,0.012552957351742108,0.01410028372343038,4.807855031098448e-43,1.8511772704919824e-44,4.414090162623174e-43,5.05868745621259e-43,6.932639016625364e-22,1.3403289520891362e-23,6.643861951172054e-22,7.112445048091823e-22,191.5592984199524,35.77439056610208,133.9212827682495,262.57099318504333,2557.6,381.5813909177659,1814,3191,0.00016496692544751566,4.3941326796139206e-05,0.00010040093053248711,0.0002467949117999524,0.01799399550072849,0.0017258289957401626,0.014416235499083996,0.021978557109832764,0.21283101961016654,0.01933649442114733,0.17530402541160583,0.24377812445163727,0.006313246744684875,0.0006476234968418792,0.004743835423141718,0.007313557900488377,0.04274976514279842,0.003910886364028277,0.0335235632956028,0.048365697264671326,0.02042885823175311,0.000718804366170671,0.0195473525673151,0.022065913304686546,0.0941128920763731,0.007242452156251728,0.07923677563667297,0.10449891537427902
