Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 5.01310661708863e+22 0.00000000000000e+00 0.00000000000000e+00 
2.10279405874496e-16 3.77000000000000e+02 5.01310661708861e+22 1.64384631455332e+08 2.29769952120322e+08 
4.20558811748992e-16 3.77000000000000e+02 5.01310661708858e+22 3.28769262910659e+08 4.59539904240620e+08 
6.30838217623489e-16 3.77000000000000e+02 5.01310661708855e+22 4.93153894365981e+08 6.89309856360895e+08 
2.73363227636845e-15 3.77000000000000e+02 5.01310661708827e+22 2.13700020891882e+09 2.98700937756156e+09 
4.83642633511341e-15 3.77000000000000e+02 5.01310661708799e+22 3.78084652347123e+09 5.28470889875987e+09 
6.93922039385837e-15 3.77000000000000e+02 5.01310661708771e+22 5.42469283802318e+09 7.58240841995578e+09 
2.79671609813080e-14 3.77000000000000e+02 5.01310661708492e+22 2.18631559835042e+10 3.05594036317073e+10 
4.89951015687576e-14 3.77000000000000e+02 5.01310661708213e+22 3.83016191289413e+10 5.35363988432228e+10 
7.00230421562072e-14 3.77000000000000e+02 5.01310661707933e+22 5.47400822743337e+10 7.65133940544976e+10 
2.80302448030703e-13 3.77000000000000e+02 5.01310661705141e+22 2.19124713724402e+11 3.06283346146498e+11 
4.90581853905200e-13 3.77000000000000e+02 5.01310661702348e+22 3.83509345170084e+11 5.36053298214887e+11 
7.00861259779696e-13 3.77000000000000e+02 5.01310661699555e+22 5.47893976611294e+11 7.65823250259218e+11 
2.80365531852466e-12 3.77000000000000e+02 5.01310661671628e+22 2.19174029063786e+12 3.06352276862773e+12 
4.90644937726962e-12 3.77000000000000e+02 5.01310661643701e+22 3.83558660422567e+12 5.36122228463510e+12 
7.00924343601458e-12 3.77000000000000e+02 5.01310661615774e+22 5.47943291736642e+12 7.65892179823662e+12 
2.80371840234642e-11 3.77000000000000e+02 5.01310661336505e+22 2.19178960102197e+13 3.06359167267726e+13 
4.90651246109138e-11 3.77000000000000e+02 5.01310661057235e+22 3.83563590591978e+13 5.36129114191942e+13 
7.00930651983634e-11 3.77000000000000e+02 5.01310660777966e+22 5.47948220634698e+13 7.65899058710307e+13 
2.80372471072860e-10 3.77000000000000e+02 5.01310657985270e+22 2.19179448250770e+14 3.06359829641479e+14 
4.90651876947356e-10 3.77000000000000e+02 5.01310655192574e+22 3.83564070050542e+14 5.36129729800484e+14 
7.00931282821852e-10 3.77000000000000e+02 5.01310652399879e+22 5.47948687379716e+14 7.65899605900998e+14 
2.80372534156681e-09 3.77000000000000e+02 5.01310624472937e+22 2.19179447512936e+15 3.06359629211671e+15 
4.90651940031178e-09 3.77000000000000e+02 5.01310596546012e+22 3.83563982412604e+15 5.36129061719042e+15 
