epoch,train_loss,val_loss,train_loss_smooth,val_loss_smooth
1,0.23239470755060515,0.0733895617723465,0.13989223960340028,0.05461095998883247
2,0.054215628057718276,0.04211221531033516,0.13166906441085868,0.05260744448602199
3,0.04657956631647216,0.04099047780036926,0.1233677003989617,0.050538430026173586
4,0.04529449260897107,0.03972345411777496,0.11499687779413331,0.04841691097319126
5,0.043792090250386134,0.03838634118437767,0.10656452760630185,0.04623596932590007
6,0.04222825575206015,0.037021112143993375,0.09807811975611581,0.044013599732518185
7,0.04055514545904265,0.03549059733748436,0.08954981414245236,0.04175684983432292
8,0.038791452629698644,0.03388808593153954,0.08098797725306618,0.03947440098822116
9,0.03698392841551039,0.03235680475831032,0.07240231348756287,0.037176252010464664
10,0.03501727586819066,0.0305068838596344,0.06380252600461245,0.03485831848680973
11,0.032997283107704584,0.0287432761490345,0.055186008144087265,0.03253428089618683
12,0.030874238080448573,0.026926570981740953,0.04656396399372154,0.030201075884699825
13,0.028845435380935668,0.02506387710571289,0.037932516527507044,0.02786218311786652
14,0.02681532773706648,0.02330167420208454,0.029298933482997946,0.025516164258122448
15,0.02486060725318061,0.0216642002761364,0.027784894669055937,0.024421746000647553
16,0.02312414242989487,0.02035158544778824,0.026571899822354316,0.023363381186127668
17,0.021585952854818766,0.01886602059006691,0.025406864737470943,0.02235647804439068
18,0.020234511295954386,0.017830321937799452,0.024299935820036464,0.021402697306871415
19,0.0191870672090186,0.01697081431746483,0.023250191323128014,0.020496532809734347
20,0.018348785315950713,0.016328340619802473,0.022266169697211853,0.019647461420297618
21,0.017753113413022624,0.01593583732843399,0.021353117026885353,0.0188581784248352
22,0.017400020476844576,0.015441223680973053,0.020502493517100814,0.018139138987660404
23,0.016981761037475535,0.01528862200677395,0.019729516644444736,0.017481331026554105
24,0.01684360379146205,0.015059436485171319,0.019034106760058143,0.016884937679767613
25,0.01660852089524269,0.014917242601513862,0.018417912840843206,0.016359873628616337
26,0.016555131437877815,0.014739090278744697,0.017878824922773574,0.015902388578653337
27,0.016364657709168062,0.014751758873462677,0.017414152071542212,0.015510425725579263
28,0.01625469514893161,0.014531357437372208,0.017025919827653304,0.015184591421484947
29,0.016168615486886768,0.014550875574350357,0.016702166372703182,0.01491085577905178
30,0.01611886731452412,0.014541822746396064,0.016431179217994214,0.014694525587558746
31,0.01598464332934883,0.014366999715566636,0.01621330472181241,0.014504808953404424
32,0.015954604811138577,0.014263812601566315,0.016026085355050033,0.01435222828388214
33,0.015965135871536203,0.014156011044979095,0.015871585882372325,0.014208285215497017
34,0.0157183406708969,0.014380818828940392,0.0157312523232566,0.01407769649028778
35,0.01569285405178865,0.01406168483197689,0.015596412246591515,0.013957337173819542
36,0.015612035998039776,0.013833442479372024,0.015477058719760843,0.013840717551112174
37,0.015469390100075139,0.013799969702959061,0.01535364691880014,0.013725827959179879
38,0.01536823742919498,0.013626750856637955,0.015232749328513937,0.013606203415989877
39,0.015198506456282403,0.013502602875232696,0.01510759330946538,0.013527150693535805
40,0.01515480115595791,0.013518342673778534,0.014980830772469441,0.013404388642311096
41,0.015030306056141854,0.013508194386959075,0.014851432346055904,0.013282488119602202
42,0.01481127398709456,0.01345776580274105,0.01471674194874035,0.013147982165217398
43,0.014787648891409239,0.013087406083941459,0.014577151774283911,0.013008412031829356
44,0.014506583039959272,0.013156297579407693,0.01443116815396481,0.012866829916834828
45,0.01448629849900802,0.01272976391017437,0.014276688715070483,0.012731745795905587
46,0.01424477443512943,0.012671119198203087,0.014111265275461802,0.012577925719320773
47,0.014029018560217486,0.012432240769267083,0.013949225981450741,0.012423609660565854
48,0.013997922866708703,0.012373131439089776,0.013772990131295388,0.012262032750248909
49,0.013758308767444558,0.0121871966868639,0.013588109082728622,0.012091569143533707
50,0.013586081138087644,0.011926629021763802,0.01340227723651462,0.011913016384840013
51,0.013426230961663855,0.012762772217392922,0.01320393355405993,0.011745183680951595
52,0.013195594284269545,0.011682707592844963,0.013008915926516058,0.011569501049816609
53,0.013019734488593207,0.011483844369649887,0.012800609329094492,0.011374383305013181
54,0.012801355553997888,0.011188226714730264,0.012584873813804657,0.011164749613404275
55,0.012629112953113185,0.011052569411695003,0.012363911658442684,0.010952860897779465
56,0.01233505282137129,0.010827446840703487,0.012132666257851655,0.010759751570224763
57,0.012092618838780456,0.010886709578335286,0.011901890539129578,0.010535864169895649
58,0.011829549881319205,0.010310509130358697,0.011656799862368243,0.010312678633630275
59,0.011667358320620325,0.010522917360067368,0.011411003381676147,0.010080204844474793
60,0.01128695779790481,0.010022262074053288,0.011159481146269376,0.009845791164040565
61,0.010990009783870644,0.009571852311491966,0.010901455205347804,0.00960533720254898
62,0.010823593944725063,0.009336150735616684,0.010638445524622998,0.009363349556177854
63,0.01040964536782768,0.009430933259427548,0.010369814765204986,0.009120569115877152
64,0.010323065767685572,0.009110537096858025,0.010090970947345098,0.008829187773168087
65,0.009947136220418745,0.008640399053692818,0.009809312665462493,0.008569299226999283
66,0.009636918173895942,0.008267352096736432,0.009521350977569818,0.008333585064113141
67,0.009287220103045305,0.008160547912120819,0.00923479547140499,0.00807088859602809
68,0.009006513876633511,0.008259672895073891,0.008943388948010073,0.0078047171831130985
69,0.008737190071907309,0.007559112571179867,0.00865282921327485,0.007539275736361741
70,0.008359031579974625,0.007150125503540039,0.008353792678813138,0.007261117205768823
71,0.00809986241782705,0.006859274469316006,0.008054927950766351,0.007000374490022659
72,0.007740962675048245,0.006571898758411407,0.007754107967474392,0.006714314083755016
73,0.007547274343669415,0.0063617824018001555,0.007459641004684898,0.006440650916099547
74,0.007183066749324401,0.006137505527585745,0.00716529198044704,0.006178788078948854
75,0.006870312152637376,0.005857118014246225,0.0068703436037732485,0.005922622540965675
76,0.006455135515166653,0.005478238649666309,0.006582338594686652,0.00564811018295586
77,0.006154137237204446,0.005185493938624859,0.006289276084448728,0.005380879003182053
78,0.005820692291276322,0.005590990297496319,0.006002263471132351,0.005133323365077375
79,0.005637467899877164,0.004620815012603998,0.00572324695425729,0.004887865063548087
80,0.00534394986824029,0.004398284088820219,0.005451336983053221,0.004639393657818436
81,0.005071059452990691,0.004191410671919585,0.005185918836088644,0.004384574514254926
82,0.004616705477237701,0.0039327463135123255,0.004923264260196851,0.0041503495544195175
83,0.0043579316801495025,0.003791941236704588,0.004670445640943944,0.003937698269635439
84,0.004146858738321397,0.003371407203376293,0.004423953869069615,0.0037281105700880295
85,0.003925283728167414,0.003180682882666588,0.004186089511877961,0.0035251677077263598
86,0.003631284177924196,0.0030252813827246427,0.0039524088167895875,0.00332433028575033
87,0.0034498845278802845,0.002932012286037207,0.003730432831216604,0.0031303306182846433
88,0.003209520140662789,0.002568124309182167,0.0035170835185899508,0.0029461701659485705
89,0.002996503011737433,0.0024297576025128363,0.003318355893188467,0.0027772717190906408
90,0.0027718208875093194,0.0024515081010758875,0.003129761906827076,0.0026237184675410386
91,0.0026615052520193986,0.0021308945585042237,0.002953161851658176,0.002447687609307468
92,0.0024894708229435815,0.001948762768879533,0.002781840514381313,0.0023121201246976853
93,0.002371060202519099,0.001889194305986166,0.002621827052543975,0.0021796615201979874
94,0.002170825674612489,0.0017034885752946138,0.0024707478590206143,0.0020545213270932432
95,0.0020385660986519524,0.0018338433839380742,0.0023369494495395983,0.0019415980046615002
96,0.0019375681209688384,0.0016195819806307553,0.0022132987665840318,0.0018309828739613294
97,0.001794353745256861,0.001498327199369669,0.0020969969163752264,0.001736056899651885
98,0.0017052569664600824,0.0013408468523994088,0.001989639243990597,0.0016510376399382948
99,0.0016336671099998056,0.0012875138409435749,0.0018937217333871456,0.0015708619294688103
100,0.0015365793369710445,0.0012531067058444024,0.0018052071382809016,0.0014945624964311716
101,0.0014869448801295626,0.0012557774782180787,0.0017261982797748513,0.0014343113983049988
102,0.0014392875781696704,0.00134666264988482,0.0016545942887870803,0.0013766725016757843
103,0.0014056909120538168,0.0011902188416570425,0.0015927080471792982,0.0013180369753390548
104,0.001354434467955596,0.0012316278973594308,0.0015337101510001555,0.0012723358983173963
105,0.0013436133223068383,0.001086818976327777,0.0014826793873682618,0.0012340581456199286
106,0.0012940796149066753,0.0010629058443009853,0.001436304588926335,0.0012204179953783751
107,0.0012717452402123146,0.0011096632527187466,0.001397772827444391,0.0011928423186764122
108,0.0012666646062603427,0.001026562969200313,0.001363397446119537,0.0011576663242653011
109,0.0012393124831012554,0.0009982578456401825,0.0013324605636298656,0.0011315241770818829
110,0.0012413419185516735,0.0010552013898268342,0.0013109277898963126,0.001111042982339859
111,0.0012333464128379192,0.0010208886209875346,0.0012894287374801935,0.001095890879817307
112,0.0012370196502241824,0.00102452646009624,0.0012708276440285978,0.0010838492557406426
