Time(s)              GasTemp(K)           [O2(X)](m^-3)        [O2(a)](m^-3)        [O(3P)](m^-3)       
0.00000000000000e+00 3.77000000000000e+02 2.42499529621974e+22 0.00000000000000e+00 0.00000000000000e+00 
2.08784476961525e-16 3.77000000000000e+02 2.42499529621973e+22 1.11225399825351e+08 1.61631650813057e+08 
4.17568953923051e-16 3.77000000000000e+02 2.42499529621971e+22 2.22450799650699e+08 3.23263301626104e+08 
6.26353430884576e-16 3.77000000000000e+02 2.42499529621969e+22 3.33676199476043e+08 4.84894952439141e+08 
2.71419820049983e-15 3.77000000000000e+02 2.42499529621949e+22 1.44593019772918e+09 2.10121146056865e+09 
4.80204297011508e-15 3.77000000000000e+02 2.42499529621930e+22 2.55818419598198e+09 3.71752796869717e+09 
6.88988773973033e-15 3.77000000000000e+02 2.42499529621911e+22 3.67043819423444e+09 5.33384447682468e+09 
2.77683354358829e-14 3.77000000000000e+02 2.42499529621719e+22 1.47929781767290e+10 2.14970095580133e+10 
4.86467831320354e-14 3.77000000000000e+02 2.42499529621527e+22 2.59155181591894e+10 3.76601746391035e+10 
6.95252308281879e-14 3.77000000000000e+02 2.42499529621335e+22 3.70380581416151e+10 5.38233397200934e+10 
2.78309707789713e-13 3.77000000000000e+02 2.42499529619414e+22 1.48263457962874e+11 2.15454990521340e+11 
4.87094184751238e-13 3.77000000000000e+02 2.42499529617494e+22 2.59488857780722e+11 3.77086641312739e+11 
6.95878661712764e-13 3.77000000000000e+02 2.42499529615574e+22 3.70714257595095e+11 5.38718292094106e+11 
2.78372343132802e-12 3.77000000000000e+02 2.42499529596370e+22 1.48296825543907e+12 2.15503479904254e+12 
4.87156820094327e-12 3.77000000000000e+02 2.42499529577165e+22 2.59522225294192e+12 3.77135130500633e+12 
6.95941297055852e-12 3.77000000000000e+02 2.42499529557961e+22 3.70747625009719e+12 5.38766780996683e+12 
2.78378606667110e-11 3.77000000000000e+02 2.42499529365920e+22 1.48300161916749e+13 2.15508327730487e+13 
4.87163083628636e-11 3.77000000000000e+02 2.42499529173879e+22 2.59525560991406e+13 3.77139976376660e+13 
6.95947560590161e-11 3.77000000000000e+02 2.42499528981838e+22 3.70750959718484e+13 5.38771624019543e+13 
2.78379233020541e-10 3.77000000000000e+02 2.42499527061425e+22 1.48300491701425e+14 2.15508801392525e+14 
4.87163709982067e-10 3.77000000000000e+02 2.42499525141013e+22 2.59525884019800e+14 3.77140430536633e+14 
6.95948186943592e-10 3.77000000000000e+02 2.42499523220601e+22 3.70751272862387e+14 5.38772049647850e+14 
2.78379295655884e-09 3.77000000000000e+02 2.42499504016489e+22 1.48300486153820e+15 2.15508737552937e+15 
4.87163772617410e-09 3.77000000000000e+02 2.42499484812385e+22 2.59525810909385e+15 3.77140171676525e+15 
6.95948249578935e-09 3.77000000000000e+02 2.42499465608289e+22 3.70751100907082e+15 5.38771505471366e+15 
2.78379301919419e-08 3.77000000000000e+02 2.42499273568064e+22 1.48300100339024e+16 2.15507619117164e+16 
4.87163778880944e-08 3.77000000000000e+02 2.42499081528673e+22 2.59524749467739e+16 3.77137103048576e+16 
