architecture,seed,training_time_s,epochs_ran,best_val_loss,observed_species_count,repeats,test_mse,test_mse_within_subset_std,test_rmse,test_rmse_within_subset_std,test_mse_unscaled,test_mse_unscaled_within_subset_std,test_rmse_unscaled,test_rmse_unscaled_within_subset_std,mean_rel_error_avg,mean_rel_error_avg_within_subset_std,mean_rel_error_k1,mean_rel_error_k1_within_subset_std,mean_rel_error_k2,mean_rel_error_k2_within_subset_std,mean_rel_error_k3,mean_rel_error_k3_within_subset_std
"30, 30",33,183.88381457328796,2049,0.00532690548337996,8,50,0.0030777758959447967,0.003664181836755577,0.04759949113258934,0.02849674261847037,2.412587540058751e-42,4.216466715975982e-42,1.2898285247360825e-21,8.654073704538761e-22,0.05997922953218222,0.03242919456867968,0.11071499690413475,0.06290188004328527,0.02687221663072705,0.012881173150721428,0.04235047772526741,0.033821394330795514
"30, 30",33,183.88381457328796,2049,0.00532690548337996,9,50,0.0016166646050987765,0.002535344231585359,0.034255668483569,0.02105264310823214,1.4769966073676437e-42,3.2668842472944413e-42,1.0055047063345278e-21,6.82610352182531e-22,0.04554536413401365,0.02447770778320785,0.07932218849658966,0.04700766781736447,0.023784413728863002,0.009767410832607279,0.033529489673674105,0.0274535996114021
"30, 30",33,183.88381457328796,2049,0.00532690548337996,10,50,0.000733475862070918,0.0009154663082614518,0.024712841549639052,0.011079319681882617,7.853997632847735e-43,7.314950454201525e-43,8.425094034693576e-22,2.7491392898592954e-22,0.03689689926803112,0.011290795389254185,0.06357710599899292,0.02425526646977912,0.019572331197559835,0.006035865815564716,0.02754126165062189,0.009025749262397829
"30, 30",33,183.88381457328796,2049,0.00532690548337996,11,1,0.00038590093026869,0.0,0.019644361284314897,0.0,6.403933981964414e-43,0.0,8.002458361006582e-22,0.0,0.03203040361404419,0.0,0.053119562566280365,0.0,0.016755612567067146,0.0,0.026216039434075356,0.0
"30, 30",34,149.11555790901184,2055,0.005220292564481497,3,50,0.014603310162201524,0.006601485352298546,0.11684483036809723,0.03083173330275334,1.379917452356149e-41,1.6967329143133736e-41,3.0731084623145312e-21,2.0869065389739692e-21,0.13572461120784282,0.041492630851820825,0.24558598548173904,0.0549418029890954,0.06711831076070666,0.05334277568918467,0.09446953140199184,0.062245045534745115
"30, 30",34,149.11555790901184,2055,0.005220292564481497,4,50,0.010934243419324047,0.006403231567074655,0.0984015566027939,0.03537480851497574,9.482026188700308e-42,1.0991812294015967e-41,2.5880691579500155e-21,1.6685095811436629e-21,0.11639618817716837,0.04293952762785266,0.20965593002736568,0.0679943667393665,0.05556753674522042,0.04719647449860993,0.08396509323269129,0.05124371608077634
"30, 30",34,149.11555790901184,2055,0.005220292564481497,5,50,0.007857290376559831,0.006905683531974653,0.07898851952012115,0.04022566544607153,8.291230779686364e-42,1.1678581363464759e-41,2.3111862690902615e-21,1.7174541651103835e-21,0.09446424059569836,0.0480494188045132,0.16621354587376116,0.07630376594348585,0.04184257103130221,0.035318190953505635,0.07533660624176264,0.05275939321793986
"30, 30",34,149.11555790901184,2055,0.005220292564481497,6,50,0.0050285466958303006,0.00493524699679527,0.06202331099800869,0.03437521765275959,3.6123792852136596e-42,5.426087073465097e-42,1.5818707163666152e-21,1.0535959006732279e-21,0.07428402114659548,0.03797470414946689,0.1369438349455595,0.0729390792993569,0.03226108852773905,0.022242697399677252,0.053647138066589835,0.03565329040520039
"30, 30",34,149.11555790901184,2055,0.005220292564481497,7,50,0.004652689753856976,0.005199453808152883,0.05766937132937469,0.03642709656741354,3.416589863778196e-42,5.736342887840817e-42,1.457756225448561e-21,1.1364579406841944e-21,0.06950715657323599,0.04081944583902271,0.1271315211057663,0.07549483619115423,0.03301732460036874,0.025820074194932645,0.048372623939067126,0.03825344103591226
"30, 30",34,149.11555790901184,2055,0.005220292564481497,8,50,0.001961379444983322,0.0026464218325119118,0.03802359988434469,0.022706503403619502,1.6742153532367184e-42,2.904506595000517e-42,1.0934367679766405e-21,6.918174525649933e-22,0.04832478512078524,0.02396021507645129,0.0876035288348794,0.04990569634805055,0.020447413586080074,0.009640766837489599,0.03692341074347496,0.02188658882938571
"30, 30",34,149.11555790901184,2055,0.005220292564481497,9,50,0.00208257676102221,0.0032262867575506542,0.03739419066689039,0.026158196906332396,1.9619019279626033e-42,3.7752453202587365e-42,1.117135945382414e-21,8.449314809480964e-22,0.04826025430113077,0.028254640653735077,0.08875744923949241,0.05410557614905616,0.017718006568029524,0.008779598114221536,0.03830530349165201,0.02966715690741807
"30, 30",34,149.11555790901184,2055,0.005220292564481497,10,50,0.0009623228420969098,0.0015300496010601768,0.025965811081093648,0.016973493953746366,8.15863991899195e-43,1.1007253326921837e-42,7.890158435355332e-22,4.396794179275464e-22,0.03667779620736837,0.016657236037763472,0.0667648709565401,0.03594548862966541,0.015163477063179016,0.005388185796547965,0.028105041440576316,0.013232873442243364
"30, 30",34,149.11555790901184,2055,0.005220292564481497,11,1,0.0002813620085362345,0.0,0.01677384894817628,0.0,3.629363022601276e-43,0.0,6.024419492865081e-22,0.0,0.026955610141158104,0.0,0.04519624263048172,0.0,0.011939328163862228,0.0,0.02373126521706581,0.0
"30, 30",35,136.63927674293518,1930,0.005700095565989613,3,50,0.016723469223361462,0.006037535952244306,0.12678967980596784,0.02545282534536412,1.4403862836886936e-41,1.3392541793904743e-41,3.401488614800172e-21,1.6833710346420202e-21,0.15282764673233032,0.0377354328861255,0.2670993374288082,0.04611173773974657,0.08856034085154534,0.0701459560031416,0.10282326355576515,0.048116798638936115
"30, 30",35,136.63927674293518,1930,0.005700095565989613,4,50,0.011199988359585404,0.006468542515570726,0.09971289214578086,0.03545881413004784,1.0735291483253851e-41,1.1754396315463637e-41,2.80596816784503e-21,1.691695635832361e-21,0.12027373567223548,0.04290732551326032,0.21405271857976912,0.07034716856304403,0.05910903226584196,0.03861332569119374,0.08765945117920637,0.04977930445491314
"30, 30",35,136.63927674293518,1930,0.005700095565989613,5,50,0.009547062087804079,0.006255252903352894,0.09081731281171362,0.036045495994138255,9.308853724479047e-42,9.892260462544478e-42,2.631285979083277e-21,1.5444053291667992e-21,0.10926203116774559,0.04093053061416663,0.194868306517601,0.07128613933603695,0.04986277785152197,0.031940686574722654,0.08305500909686088,0.04664581103945196
"30, 30",35,136.63927674293518,1930,0.005700095565989613,6,50,0.0070198160305153575,0.005448201025448998,0.07596893210630569,0.03533464850741939,5.149547648639411e-42,6.559427120686524e-42,1.9222047717079988e-21,1.20609969084749e-21,0.09216884285211563,0.038432460646663016,0.16775545116513968,0.07860814861265784,0.04642591591924429,0.01927434872599859,0.06232516400516033,0.037864819293954605
"30, 30",35,136.63927674293518,1930,0.005700095565989613,7,50,0.005982868550345302,0.005605330208091287,0.06766479524921762,0.03747457850632556,5.195902601839276e-42,6.849037286168725e-42,1.8916528510736355e-21,1.2718302138509927e-21,0.08374019466340542,0.04007839931740047,0.14620099660009145,0.07991776528814802,0.04521663781255483,0.01756926240181008,0.0598029525205493,0.03700850312238419
"30, 30",35,136.63927674293518,1930,0.005700095565989613,8,50,0.003636260873754509,0.00402773088059167,0.05262271095049295,0.02944675136539475,2.8898417710384976e-42,4.3340009964363563e-42,1.4568530044198211e-21,8.760257385210998e-22,0.06795836884528399,0.032104503664222746,0.11459197085350752,0.06678770570182344,0.04100883536040783,0.013424533417261617,0.04827430374920368,0.029160624528150884
"30, 30",35,136.63927674293518,1930,0.005700095565989613,9,50,0.0015926817408762873,0.0019163046256021519,0.03490793262623257,0.019342129682087622,1.2917729763531894e-42,1.3290084066986386e-42,1.0289958243037238e-21,4.82639171554371e-22,0.04901498168706894,0.022194402201952356,0.07373331226408482,0.047786212886588394,0.03878225222229958,0.011207814063736651,0.034529383108019826,0.015656487809611902
"30, 30",35,136.63927674293518,1930,0.005700095565989613,10,50,0.0013786435493966563,0.0017487426500970911,0.03235823634479554,0.018209560402464683,1.2192697938090234e-42,1.3114281875778558e-42,1.0003577816176788e-21,4.67497703273481e-22,0.046257399059832095,0.020237223974389318,0.06838464815169573,0.04612628354799828,0.03727069906890392,0.004678534927152396,0.03311684854328632,0.015521550676873717
"30, 30",35,136.63927674293518,1930,0.005700095565989613,11,1,0.0004087121633347124,0.0,0.020216630860128804,0.0,5.857427580877735e-43,0.0,7.653383291641505e-22,0.0,0.03287652134895325,0.0,0.0385834202170372,0.0,0.03488179296255112,0.0,0.025164354592561722,0.0
"30, 30",36,146.4060230255127,2068,0.005127800162881613,3,50,0.01565866111079231,0.008957920597816716,0.11876659030976544,0.039410127340375814,1.5537905658095722e-41,1.9149995838614547e-41,3.2398178872421898e-21,2.2453253028461773e-21,0.1429421676695347,0.057566399097784535,0.23636395141482353,0.06335926033096147,0.09063396472483873,0.08113353198032915,0.10182858090847731,0.06617629683366212
"30, 30",36,146.4060230255127,2068,0.005127800162881613,4,50,0.012442415015539155,0.008284758667947732,0.10299023764829608,0.042841871629127636,1.6413941406053025e-41,1.701495404258177e-41,3.39321937521104e-21,2.2135951928357238e-21,0.12314993314445019,0.054053341824532,0.20418146722018718,0.07394693937155415,0.060936508625745775,0.049704004371187466,0.10433182444423438,0.065763216309702
"30, 30",36,146.4060230255127,2068,0.005127800162881613,5,50,0.00991686427150853,0.00574578759827117,0.09334839256171704,0.034683452504791136,8.471549866075682e-42,8.71337381311895e-42,2.4842875575501145e-21,1.5165306450834958e-21,0.1094830396771431,0.03856401754988879,0.19955014668405055,0.07046247876156654,0.05010314095765352,0.03652741485971376,0.0787958351150155,0.046603805437850684
"30, 30",36,146.4060230255127,2068,0.005127800162881613,6,50,0.007547966247657314,0.0061456011662827026,0.07801667948014673,0.038227790552808116,7.445070714988466e-42,9.194138523598374e-42,2.244702581821093e-21,1.5512514413060798e-21,0.09173003122210503,0.04267505052554515,0.16433371387422085,0.07652116908346603,0.03908291980624199,0.022600021308302635,0.07177346259355545,0.04868489572064532
"30, 30",36,146.4060230255127,2068,0.005127800162881613,7,50,0.004818225527997128,0.0044177958739196254,0.06199830195185167,0.031215958788481157,3.2968629229862833e-42,5.3044238696410303e-42,1.5236189923859725e-21,9.876477555419427e-22,0.07409678854048252,0.03484092081119317,0.13528643935918808,0.06604079994032991,0.03775019183754921,0.021615681580293762,0.049253734834492205,0.03274468488225577
"30, 30",36,146.4060230255127,2068,0.005127800162881613,8,50,0.002263223372865468,0.003513660553745194,0.03957997405436318,0.02639410969745724,1.9137533127284027e-42,4.7884583670482077e-42,1.0631743504528704e-21,8.851065547534485e-22,0.05074405703693628,0.030794390765067542,0.08640342868864537,0.05531301663713811,0.03054944919422269,0.014414178784512212,0.03527929093688727,0.03587198248016832
"30, 30",36,146.4060230255127,2068,0.005127800162881613,9,50,0.0015861218253849074,0.0025201572162876287,0.03359284475364585,0.021392582984351285,1.5388499215829412e-42,3.538608185367256e-42,9.96715285617209e-22,7.385178135969007e-22,0.044187074974179265,0.024413937686269684,0.07712078683078288,0.04574325153236555,0.023280217405408622,0.006143308484346439,0.03216022156178951,0.028135949452593893
"30, 30",36,146.4060230255127,2068,0.005127800162881613,10,50,0.0009455720643745735,0.0010153805882979609,0.028014805376432608,0.012678436184923442,7.457990686829542e-43,7.396542479840631e-43,7.970191523099935e-22,3.3250494663089375e-22,0.03871730234473944,0.013428124446073674,0.0655889818072319,0.030130618846470645,0.024768527150154113,0.006492466431743524,0.025794397071003915,0.010639878575426105
"30, 30",36,146.4060230255127,2068,0.005127800162881613,11,1,0.0003847024345304817,0.0,0.019613832734335267,0.0,2.9006878211523713e-43,0.0,5.385803395179192e-22,0.0,0.029912246391177177,0.0,0.05207200348377228,0.0,0.020968958735466003,0.0,0.016695775091648102,0.0
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,3,50,0.016826247316785156,0.007336276211190226,0.12579466919472898,0.031653570398516906,2.209547800368871e-41,1.9297338060887726e-41,4.160841091829453e-21,2.186979518018447e-21,0.1555453097075224,0.047595102085830336,0.24704754546284677,0.051036971462701586,0.08953888844698668,0.06744556953772443,0.13004949524998666,0.06205244231622571
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,4,50,0.013558943241368979,0.007674127003710572,0.10959489947810537,0.03934337618650638,1.5452706711464774e-41,1.537982452817618e-41,3.354299690820118e-21,2.0497268831795213e-21,0.13438037157058716,0.05179005053048768,0.22745883017778395,0.07458443174283846,0.0686756494268775,0.05754619162219428,0.10700664315372706,0.06005480370852029
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,5,50,0.00854403360397555,0.005601700840583488,0.0860301706836463,0.03380596598410155,6.550089411793493e-42,8.36100332292346e-42,2.153907974091712e-21,1.3823059903428139e-21,0.10262695655226707,0.03805431428674037,0.1866142937541008,0.07015028388348485,0.049010340683162214,0.030487216532671883,0.07225622914731503,0.04110552109039429
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,6,50,0.007378611733438447,0.005845640477132221,0.07758589152525659,0.036865175568136975,7.059657585360568e-42,8.259648928367156e-42,2.219643700657775e-21,1.4604243997861807e-21,0.09305272862315178,0.040315844435397645,0.16883738175034524,0.0767056638319963,0.0354316115565598,0.020729073883855465,0.0748891880363226,0.04631696155086757
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,7,50,0.004585867620189674,0.005071103356765095,0.0588990094444211,0.033418173299204566,4.318493581386935e-42,6.229896030384651e-42,1.6984031631879683e-21,1.1974641024515261e-21,0.07125250570476055,0.035589844409670786,0.12843765318393707,0.06937606503259344,0.028126466255635023,0.013444702560459189,0.057193401493132116,0.03626870450147406
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,8,50,0.003340730062336661,0.0034030584338769236,0.0514360507139669,0.02636404273412721,2.5445618294288622e-42,3.48241051142143e-42,1.4060381309104911e-21,7.534046746965374e-22,0.06337420508265496,0.029012366445058085,0.11453757405281068,0.06122900338933939,0.02814929824322462,0.015242582811663222,0.04743574542924762,0.02454981101069498
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,9,50,0.0014687504631001502,0.002235819766371995,0.03370851911182019,0.018234204188508,1.4352098871614777e-42,2.557914694514404e-42,1.041638672705735e-21,5.917759395964935e-22,0.04324726190418005,0.020630171327174263,0.07227304339408874,0.042154282089175106,0.02278792966157198,0.007092007821056311,0.0346808123216033,0.018861573628331386
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,10,50,0.0010082919895648957,0.0010831099578309151,0.02916463760551379,0.012558499229762547,1.0011436748522224e-42,8.641260867206818e-43,9.37569895576849e-22,3.4943721290131495e-22,0.03859088093042374,0.014766486202009764,0.06301094964146614,0.03154769165849075,0.019339850023388862,0.00533333789894245,0.03342184580862522,0.012984546417298001
"30, 30",37,146.2796812057495,2061,0.0052108038123697045,11,1,0.00044808213715441525,0.0,0.02116795070748265,0.0,5.016648502282845e-43,0.0,7.082830297474905e-22,0.0,0.028804054483771324,0.0,0.04410867393016815,0.0,0.01737162098288536,0.0,0.024931875988841057,0.0
"30, 30",38,183.96376705169678,2574,0.005659248596057296,3,50,0.014919533969368785,0.007744557206394827,0.11669911378552371,0.036067309451110655,1.4937028876593242e-41,1.7091350524349538e-41,3.249902707282769e-21,2.091688616833149e-21,0.14158305935561658,0.05226996430786868,0.24505397140979768,0.06750420829696742,0.07887765638530254,0.06647705550476611,0.10081754758954048,0.06334027437891503
"30, 30",38,183.96376705169678,2574,0.005659248596057296,4,50,0.011142471389030106,0.006270155063995363,0.09940291617333959,0.035518046754658854,9.450524999222285e-42,1.1991963633014242e-41,2.5087223347198104e-21,1.7767490668353452e-21,0.1191419118270278,0.04584276958010787,0.21785949528217316,0.07469905058309968,0.06088646775111556,0.04324110004669947,0.07867977511137723,0.05433116995714971
"30, 30",38,183.96376705169678,2574,0.005659248596057296,5,50,0.010034995246096514,0.006988272206162843,0.09096794967744092,0.0419502965136016,1.05066836517839e-41,1.242352013323525e-41,2.644265657950925e-21,1.8747113863113075e-21,0.11041239645332097,0.0517091953870246,0.19930234488099813,0.09301046620063515,0.047285396698862316,0.03347069907807388,0.08464944742619991,0.05939442653416784
"30, 30",38,183.96376705169678,2574,0.005659248596057296,6,50,0.006039177934871987,0.0064730377816077335,0.0652389439107295,0.042226273009640304,6.380476245671617e-42,9.491929211030106e-42,1.9699584621322047e-21,1.581056578097487e-21,0.07965660989284515,0.05137362387184499,0.14376596443355083,0.09833716954808136,0.031145068276673557,0.019373177972332158,0.0640587979927659,0.05194754670239702
"30, 30",38,183.96376705169678,2574,0.005659248596057296,7,50,0.004067519047530368,0.004692800158637685,0.055549017489530075,0.03133409809581648,3.3945334259497235e-42,6.740371904403552e-42,1.4491119971242975e-21,1.1378083519381253e-21,0.06798215810209512,0.03845412092692942,0.12669675577431916,0.0744037034652438,0.03092664122581482,0.02173957256581997,0.04632307633757591,0.03639720579703688
"30, 30",38,183.96376705169678,2574,0.005659248596057296,8,50,0.0021905757568310945,0.003179541894421523,0.04021069153668375,0.023951535294689658,1.9089888979496982e-42,3.8756824158837885e-42,1.151576637080974e-21,7.634527797309883e-22,0.048998563699424263,0.029199501438017843,0.09014612250030041,0.05844244408123589,0.018432393223047256,0.009925830496954315,0.03841717567294836,0.02980853584658293
"30, 30",38,183.96376705169678,2574,0.005659248596057296,9,50,0.0012552665371913462,0.0014544337700577185,0.031171789106994564,0.016840014877083725,9.242684410993629e-43,5.646298829418504e-43,9.264615200935116e-22,2.567829684488107e-22,0.04066305465996265,0.019731347364946184,0.06964796513319016,0.04059033080196659,0.022430793680250645,0.017745302500268716,0.029910402670502663,0.009889743837742495
"30, 30",38,183.96376705169678,2574,0.005659248596057296,10,50,0.0006513300043297931,0.0006980253685885435,0.023918468030365257,0.008901510625179753,7.723116356279797e-43,4.140341626795119e-43,8.591971735585581e-22,1.8463979142363813e-22,0.0348062751442194,0.008897605283495815,0.06278778895735741,0.020799050333707488,0.013657018914818764,0.0054794571706751494,0.02797401737421751,0.007679572328685017
"30, 30",38,183.96376705169678,2574,0.005659248596057296,11,1,0.0004221071721985936,0.0,0.02054524694907787,0.0,6.866362475191604e-43,0.0,8.286351715436417e-22,0.0,0.03281287103891373,0.0,0.05976996570825577,0.0,0.012237242422997952,0.0,0.026431405916810036,0.0
"30, 30",39,172.43038129806519,2418,0.006181521899998188,3,50,0.01696246101637371,0.007260579631957512,0.12651726547148473,0.030916703478727648,1.856308483481871e-41,2.0411506598001128e-41,3.55149898669362e-21,2.4392498400805323e-21,0.15476345226168634,0.04944363442366736,0.2634888844192028,0.0506936343502932,0.09094041474163532,0.06766926921002188,0.10986105911433697,0.07328208725397184
"30, 30",39,172.43038129806519,2418,0.006181521899998188,4,50,0.01115417484426871,0.0065928722847792155,0.09912807805276355,0.03643897619080327,1.1004200658557783e-41,1.2673044086316554e-41,2.7559305710050956e-21,1.8463605678082798e-21,0.11773715101182461,0.0451596514140203,0.2150394642353058,0.07424955428194184,0.05203420042991638,0.03675599868939873,0.08613778684288263,0.05612367619700192
"30, 30",39,172.43038129806519,2418,0.006181521899998188,5,50,0.008299827391747385,0.0062896934069907075,0.08225668365576384,0.039162040111605255,6.940238930230808e-42,1.0019308185099131e-41,2.0761493734549015e-21,1.621678978507654e-21,0.09717566825449467,0.04553163933871842,0.17927543580532074,0.08178388012892818,0.045707421377301216,0.0332444622594012,0.0665441407635808,0.050757329375893244
"30, 30",39,172.43038129806519,2418,0.006181521899998188,6,50,0.006393421813845635,0.005726054629136976,0.07093509993963948,0.03690031721271504,5.21274620938046e-42,7.470217828276666e-42,1.8365735272699405e-21,1.356371589318985e-21,0.08442795261740685,0.04281965123474179,0.15905161514878274,0.08233657457180724,0.03395195189863443,0.019245060623681386,0.06028029285371304,0.046401805914782976
"30, 30",39,172.43038129806519,2418,0.006181521899998188,7,50,0.005388248738599941,0.0056398462941219625,0.06299398120027297,0.03768298118699736,4.9711063021922886e-42,7.814938141039586e-42,1.731381055572614e-21,1.4047867961354666e-21,0.07852654434740543,0.04477207100864356,0.14153807878494262,0.08179792301128802,0.03610059415921569,0.023738369122253057,0.05794095929712057,0.04852292931286522
"30, 30",39,172.43038129806519,2418,0.006181521899998188,8,50,0.0027488273556809874,0.0045305005536024024,0.04251829023790623,0.030676087607877156,2.931067971858933e-42,6.078305793842788e-42,1.2557678133502996e-21,1.163664543935382e-21,0.054223729223012926,0.036046690186332976,0.09550807408988476,0.06392176813598838,0.02385210920125246,0.00805718398534598,0.043311006389558315,0.043433016506459074
"30, 30",39,172.43038129806519,2418,0.006181521899998188,9,50,0.001234806139837019,0.0012790959401521801,0.0321267942548994,0.014236405119986651,8.471129476536384e-43,7.943620359452054e-43,8.392548847611594e-22,3.778414827122232e-22,0.041732145249843595,0.016330427695223457,0.07454960614442825,0.03281933678793477,0.022321425080299377,0.01204217945370183,0.02832540513947606,0.013800847207571203
"30, 30",39,172.43038129806519,2418,0.006181521899998188,10,50,0.0007640000560786575,0.0007705324619249663,0.025678530448351666,0.010228056027013833,5.406769994750874e-43,7.011709576945106e-43,6.527733297749395e-22,3.3847301134599446e-22,0.03538436427712441,0.01119657274118355,0.06439661584794522,0.022319601282976054,0.018884209059178828,0.0059345226561442295,0.022872268185019494,0.012676853197130942
"30, 30",39,172.43038129806519,2418,0.006181521899998188,11,1,0.0004289203498046845,0.0,0.02071039231411816,0.0,2.228064558276459e-43,0.0,4.720237873536098e-22,0.0,0.029265232384204865,0.0,0.054279427975416183,0.0,0.016645483672618866,0.0,0.016870785504579544,0.0
"30, 30",40,167.98829889297485,2351,0.005630258228629828,3,50,0.015196958536980673,0.007176890556456148,0.11874414401019932,0.0331177716681802,1.5848405371820815e-41,1.6393737187893745e-41,3.3968119139843526e-21,2.0760718178412747e-21,0.14580550029873848,0.047381408972741366,0.24164424002170562,0.056043303829405124,0.09022923637181521,0.06367638499222161,0.1055430307239294,0.06235209470455203
"30, 30",40,167.98829889297485,2351,0.005630258228629828,4,50,0.010958123113377951,0.006429579010799212,0.09733034505760094,0.03853475112604584,1.1843214101087624e-41,1.0797073701129614e-41,2.957108372956646e-21,1.7603193379831185e-21,0.11747546602040529,0.04716123949356707,0.209176756888628,0.08023888541807646,0.048760872390121224,0.03578977524330763,0.09448877077549696,0.055844154282504985
